segment_id	rank	segment_id_v1_7	point_code	grts_ranking	x	y
2023_175055	175055	NA	24700993_1	24700993	74605.3922501216	200337.109396685
2023_144044	144044	NA	24732886_1	24732886	177086.877512867	212441.811081641
2023_166825	166825	NA	24755758_1	24755758	201957.836092815	220960.350166029
2023_238625	238625	1_4_929	24791826_1	24791826	224748.66	209620.92
2023_180396	180396	1_7_210211	24847293_1	24847293	148874.09	225695.9
2023_34807	34807	NA	24858774_1	24858774	162614.405100003	204400.9016
2023_143991	143991	NA	24924374_1	24924374	173252.496453995	211240.76055678
2023_50569	50569	NA	24984950_1	24984950	217078.999717685	212354.268373595
2023_39046	39046	NA	24996322_1	24996322	253813.200802138	204686.031276549
2023_238738	238738	NA	25026770_1	25026770	226019.226132102	200311.69265118
2023_39301	39301	NA	25104722_1	25104722	247951.603049771	188206.679847765
2023_39072	39072	1_7_8901	25151970_1	25151970	252035.35	203180.77
2023_255474	255474	NA	25179154_1	25179154	228722.317690383	205444.905096928
2023_252527	252527	1_4_692	25201142_1	25201142	200295.27	207256.01
2023_39357	39357	1_4_251	25243122_1	25243122	245136.37	183835.09
2023_38403	38403	NA	25339126_1	25339126	197914.455435563	216772.216637279
2023_90116	90116	NA	25385518_1	25385518	194273.543654565	225356.342577091
2023_5581	5581	NA	25397214_1	25397214	155482.245705582	225861.993538155
2023_39461	39461	1_4_1837	25475570_1	25475570	244020.96	178770.37
2023_166822	166822	NA	25476654_1	25476654	201677.306575507	220951.022079267
2023_39173	39173	1_7_7768	25522258_1	25522258	250584	197371.53
2023_218391	218391	1_4_1520	25581362_1	25581362	232247.52	177257.15
2023_123600	123600	1_7_23095	25601014_1	25601014	189612.49	211088.57
2023_123789	123789	NA	25641942_1	25641942	178568.851519372	209637.252639828
2023_580	580	1_7_228079	25658486_1	25658486	209186.54	215592.64
2023_39050	39050	1_4_976	25680354_1	25680354	253442.23	204487.89
2023_98820	98820	NA	25690782_1	25690782	178053.60655515	220773.33332056
2023_33370	33370	NA	25701238_1	25701238	205493.904695336	209140.12555102
2023_212380	212380	NA	25732530_1	25732530	245462.131080021	161265.968448278
2023_39469	39469	1_4_1829	25754098_1	25754098	243396.81	178353.08
2023_99520	99520	NA	25809014_1	25809014	202368.802856481	213589.66941148
2023_39142	39142	1_7_8852	25820242_1	25820242	251172.56	199369.8
2023_39304	39304	NA	25825618_1	25825618	247742.668515858	187991.529646059
2023_175049	175049	NA	25864257_1	25864257	74242.7974569346	200725.164001371
2023_80912	80912	1_4_1425	25899222_1	25899222	171788.87	212832.43
2023_206737	206737	NA	25918582_1	25918582	209673.613402691	211926.089309146
2023_5580	5580	NA	25921502_1	25921502	155384.81304769	225884.489876806
2023_39296	39296	1_4_190	25956690_1	25956690	248153.14	188623.77
2023_206696	206696	1_4_1181	25959542_1	25959542	206691.82	210652.21
2023_39377	39377	1_4_271	25976306_1	25976306	246840.25	184325.46
2023_5613	5613	1_7_28150	26005470_1	26005470	158310.16	224632.53
2023_39382	39382	1_4_276	26041842_1	26041842	247277.72	184096.64
2023_206741	206741	1_4_1226	26049654_1	26049654	209986.05	212138.88
2023_224823	224823	1_4_1400	26058230_1	26058230	200393.06	203143.76
2023_144579	144579	NA	26059538_1	26059538	223806.469953012	205526.839413546
2023_218784	218784	1_4_1025	26103218_1	26103218	248979.5	161861.29
2023_212359	212359	1_4_332	26106546_1	26106546	243837.86	161145.47
2023_39163	39163	NA	26115154_1	26115154	250176.053687983	198234.547308104
2023_255306	255306	1_7_234589	26153578_1	26153578	228820.48	218679.69
2023_226475	226475	1_4_893	26156306_1	26156306	220084.19	210555.54
2023_212364	212364	1_4_337	26162610_1	26162610	244254.01	161296.97
2023_241377	241377	1_4_546	26185874_1	26185874	241840.38	207351.48
2023_166801	166801	NA	26193454_1	26193454	200241.055400448	220166.867406515
2023_143071	143071	NA	26216146_1	26216146	225409.678191596	188443.280268143
2023_252555	252555	1_4_711	26233334_1	26233334	201976.46	208164
1_4_31	218833	1_4_31	131970_2	26346370	252130.96	160064.33
2023_224811	224811	1_4_1388	26381814_1	26381814	199344.5	203407.61
2023_103398	103398	NA	26382134_1	26382134	189913.636251859	196731.733170888
2023_166797	166797	1_4_1431	26402350_1	26402350	199919.18	220007.87
2023_255347	255347	NA	26456594_1	26456594	228611.512228446	215392.134709031
2023_33373	33373	NA	26487670_1	26487670	205741.747640987	209067.753322538
2023_76257	76257	1_4_589	26562902_1	26562902	183722.52	192218.45
2023_39479	39479	1_4_1819	26577650_1	26577650	243362.08	177366.51
2023_166843	166843	NA	26597102_1	26597102	203098.661115149	221922.044147259
2023_238600	238600	NA	26632466_1	26632466	224650.999659324	211938.615044478
1_4_565	206660	1_4_565	1497974_2	26663798	203664.54	209630.14
2023_255380	255380	NA	26664466_1	26664466	228684.208406806	212952.394134712
2023_123610	123610	NA	26695670_1	26695670	190403.776925937	211546.096952218
2023_90115	90115	NA	26696238_1	26696238	194319.260036179	225269.006643015
2023_92048	92048	NA	26728758_1	26728758	192844.773468069	193160.193177154
2023_166795	166795	NA	26730030_1	26730030	199684.692789928	219975.817462213
2023_123534	123534	NA	26736598_1	26736598	183853.942256267	208406.773308226
2023_33369	33369	NA	26749814_1	26749814	205393.941488919	209138.131124748
2023_238621	238621	1_4_925	26782482_1	26782482	224910.67	209956.16
2023_221126	221126	1_7_114563	26851314_1	26851314	238339.47	181048.4
2023_39345	39345	1_4_239	26930674_1	26930674	245276.59	184894.08
2023_255390	255390	1_7_17850	26963474_1	26963474	228651.71	212096.53
2023_212392	212392	1_4_365	27028146_1	27028146	245650.44	160777.91
2023_214069	214069	1_7_41028	27040886_1	27040886	206651.22	212402.03
2023_255357	255357	1_4_436	27046418_1	27046418	228582.67	214622.18
2023_256602	256602	NA	27072994_1	27072994	252054.081953414	205259.198610743
2023_56557	56557	1_7_119647	27073522_1	27073522	239226.22	181530.52
2023_39175	39175	1_7_7766	27095122_1	27095122	250487.04	197204.24
2023_39332	39332	NA	27125074_1	27125074	245983.908917616	185978.843326067
2023_233498	233498	1_7_138691	27127314_1	27127314	228303.7	211063.93
2023_39369	39369	1_4_263	27237874_1	27237874	246229.54	183907.34
2023_255404	255404	1_4_868	27258386_1	27258386	228726.31	211114.17
2023_166744	166744	1_7_30997	27272438_1	27272438	196618.41	216726.72
2023_33374	33374	NA	27274102_1	27274102	205746.311044694	209153.036802278
2023_255400	255400	NA	27291154_1	27291154	228702.593837542	211509.356659645
2023_252526	252526	1_4_691	27298294_1	27298294	200239.67	207192.82
2023_123773	123773	NA	27328214_1	27328214	177275.925111455	209550.574403011
2023_56555	56555	NA	27335666_1	27335666	239222.749062755	181301.006969606
2023_144026	144026	NA	27337942_1	27337942	175671.882603559	211872.346695617
2023_169162	169162	NA	27384582_1	27384582	160070.727139816	157887.60546513
2023_238606	238606	1_4_910	27402514_1	27402514	224646.77	211331.63
2023_206718	206718	NA	27475062_1	27475062	208634.117705382	210833.399493242
2023_37175	37175	1_7_154448	27517234_1	27517234	219392.49	183307.81
2023_240901	240901	NA	27525202_1	27525202	247983.51494701	195109.577628941
2023_39459	39459	1_4_1839	27572722_1	27572722	244217.04	178754.84
2023_123494	123494	1_7_19798	27632598_1	27632598	180397.35	208474.73
2023_216083	216083	1_4_512	27726994_1	27726994	240118.13	202264
2023_123461	123461	NA	27771862_1	27771862	177801.84472375	209108.816250461
2023_144032	144032	NA	27796694_1	27796694	176205.647209155	211852.2504798
2023_230701	230701	NA	27809746_1	27809746	227494.954777886	199938.296974594
2023_5610	5610	1_7_28153	27824094_1	27824094	158005.99	224626.97
2023_37863	37863	NA	27824374_1	27824374	196357.557537795	212639.262324765
2023_76259	76259	1_4_591	27869526_1	27869526	183907.54	192179.03
2023_194178	194178	NA	27917750_1	27917750	202550.197505504	191519.359459944
2023_40010	40010	NA	27919774_1	27919774	183799.830723972	233873.924704368
2023_124214	124214	NA	27924342_1	27924342	207713.50842808	203999.431002211
2023_39252	39252	NA	27933010_1	27933010	247524.229447903	192146.131591954
2023_238516	238516	NA	27937042_1	27937042	223959.979750386	217994.743409605
2023_209822	209822	1_4_372	27941842_1	27941842	229828.93	197571.53
2023_39066	39066	NA	27953634_1	27953634	252698.65968278	203305.160828603
2023_166798	166798	NA	27975214_1	27975214	199971.126085754	220036.114519063
2023_206709	206709	NA	28007542_1	28007542	207799.735444395	210777.454104382
2023_39214	39214	NA	28016722_1	28016722	248540.554563149	195659.874350121
2023_241627	241627	NA	28040146_1	28040146	230525.636453355	197585.151050865
2023_166739	166739	1_4_302	28161270_1	28161270	196511.12	216260.3
2023_39099	39099	1_4_992	28200018_1	28200018	250887.5	201014.13
2023_214065	214065	NA	28221558_1	28221558	206315.043750135	212146.571595846
2023_123454	123454	1_7_9427	28229334_1	28229334	177323.34	209289.24
2023_230695	230695	NA	28260306_1	28260306	227856.740845224	200336.016943366
2023_252681	252681	NA	28294774_1	28294774	211613.914057935	209066.293606026
2023_216182	216182	1_7_8072	28304866_1	28304866	251957.52	207310.87
2023_166818	166818	NA	28360238_1	28360238	201307.890240386	220855.587120021
2023_39227	39227	NA	28426322_1	28426322	248364.296139497	194425.386102805
2023_39130	39130	1_7_8864	28434850_1	28434850	252236.47	199227.28
2023_238542	238542	NA	28440850_1	28440850	223240.865160461	215920.987380712
2023_206669	206669	NA	28470134_1	28470134	204313.515069376	209968.271383186
2023_252523	252523	1_4_688	28473846_1	28473846	200001.34	207242.8
2023_38425	38425	NA	28482806_1	28482806	199404.137440534	217861.181786414
2023_584	584	1_7_226910	28509302_1	28509302	209494.67	215369.98
2023_46047	46047	1_7_54999	28510838_1	28510838	216262.19	208841.61
2023_5583	5583	NA	28542942_1	28542942	155652.662099231	225778.857980652
2023_123683	123683	1_7_29357	28570870_1	28570870	196128.36	214931.97
2023_46492	46492	NA	28584758_1	28584758	191743.204843145	198883.106116211
2023_226450	226450	NA	28642578_1	28642578	222179.184849572	211792.122772964
2023_255345	255345	NA	28652050_1	28652050	228532.565613548	215531.280889847
2023_218390	218390	1_4_1519	28727090_1	28727090	232311.99	177182.47
2023_224814	224814	1_4_1391	28741110_1	28741110	199641.13	203398.36
2023_255366	255366	NA	28794386_1	28794386	228579.758511185	213984.785524232
2023_255442	255442	1_4_399	28827666_1	28827666	229034.09	208154.76
2023_83579	83579	NA	28908270_1	28908270	202784.726291053	224282.679911526
2023_238534	238534	1_4_1124	28936466_1	28936466	223096.78	216618.19
2023_144009	144009	NA	28955862_1	28955862	174802.913961643	211291.50000586
2023_74743	74743	NA	29013878_1	29013878	209178.463333555	206165.145720104
2023_123484	123484	1_4_460	29053910_1	29053910	179494.45	208256.09
2023_218792	218792	1_4_1033	29056434_1	29056434	249504.65	161688.51
2023_216090	216090	NA	29061970_1	29061970	239591.308322081	201954.055419685
2023_218813	218813	1_4_951	29082290_1	29082290	251064.52	161017.5
2023_588	588	1_7_226906	29164662_1	29164662	209571.86	214984.89
2023_218762	218762	NA	29173170_1	29173170	247060.062333488	162143.441909059
2023_205800	205800	1_7_72669	29199346_1	29199346	239358.69	179118.15
2023_212358	212358	1_4_331	29252274_1	29252274	243777.65	161077.9
2023_123456	123456	NA	29277910_1	29277910	177409.999654182	209233.250101271
2023_238740	238740	1_4_66	29278418_1	29278418	225934.7	200109.85
2023_123785	123785	1_7_11708	29311958_1	29311958	178207.51	209643.79
2023_144619	144619	1_4_497	29312786_1	29312786	222006.9	202527.89
2023_5584	5584	NA	29345758_1	29345758	155713.87618639	225699.783107694
2023_5599	5599	NA	29362142_1	29362142	156950.051583678	224945.710648913
2023_39103	39103	NA	29445202_1	29445202	251167.324672933	200751.999791963
2023_123527	123527	NA	29525974_1	29525974	183202.271847055	208305.880675916
2023_39137	39137	NA	29548962_1	29548962	251647.867593409	199110.954268051
2023_224942	224942	NA	29603702_1	29603702	208398.806157107	205968.01395724
2023_39278	39278	1_4_172	29616466_1	29616466	248301.7	190371.79
2023_19764	19764	1_7_157559	29616577_1	29616577	79087.81	212451.84
2023_143994	143994	NA	29642966_1	29642966	173521.957284991	211129.180272303
2023_123611	123611	NA	29644790_1	29644790	190491.396978684	211594.289198859
2023_40871	40871	NA	29667798_1	29667798	180979.59358863	217718.72737594
2023_92050	92050	1_7_211284	29694262_1	29694262	193071.95	193248.09
2023_224936	224936	NA	29747062_1	29747062	207982.076919349	205828.426327583
2023_230696	230696	NA	29751250_1	29751250	227780.697161971	200272.091758549
2023_123541	123541	1_4_600	29751254_1	29751254	184329.67	208979.09
2023_39207	39207	1_7_7734	29786194_1	29786194	249200.11	195521.24
2023_5603	5603	1_7_28221	29814750_1	29814750	157366.55	224916.19
2023_218774	218774	1_4_2	29855154_1	29855154	248186.12	161881.85
2023_238617	238617	NA	29903634_1	29903634	224764.786367691	210373.839738019
2023_212379	212379	1_4_352	29926834_1	29926834	245427.53	161298.67
2023_5615	5615	1_7_28148	29937630_1	29937630	158485.58	224532.64
2023_209471	209471	NA	29964850_1	29964850	228445.813306874	184858.568902789
2023_238533	238533	1_4_1123	29985042_1	29985042	223112.64	216717.09
2023_94828	94828	NA	29985270_1	29985270	201217.023678904	207233.556440129
2023_39502	39502	1_4_1796	30000370_1	30000370	242227.63	175469.01
2023_212343	212343	NA	30013618_1	30013618	242730.641999997	161357.284000002
2023_90121	90121	NA	30064686_1	30064686	193855.465611784	225579.081052837
2023_206658	206658	1_4_562	30071670_1	30071670	203547.37	209572.36
2023_103411	103411	1_4_1890	30078774_1	30078774	190192.49	195778.71
2023_221115	221115	NA	30088178_1	30088178	239165.991584088	180997.82243182
2023_144022	144022	NA	30102742_1	30102742	175485.288606927	211718.905178796
2023_230702	230702	NA	30169042_1	30169042	227519.988688829	199842.068226232
2023_228217	228217	NA	30268722_1	30268722	226308.989147943	177801.430826952
2023_5557	5557	NA	30304222_1	30304222	153198.54786973	226314.696687025
2023_238529	238529	1_4_1119	30312722_1	30312722	223337.3	217007.2
2023_252529	252529	1_4_694	30444022_1	30444022	200413.55	207326.09
2023_224931	224931	NA	30467958_1	30467958	207702.886079596	205778.925374212
2023_255424	255424	1_4_1154	30490642_1	30490642	228941.44	209618.05
2023_238596	238596	NA	30564626_1	30564626	224733.521681989	212245.545210246
2023_255409	255409	1_4_410	30600722_1	30600722	228717.47	210702.05
2023_226448	226448	NA	30608658_1	30608658	222279.35186004	211963.113663599
2023_213836	213836	NA	30648146_1	30648146	241462.39746266	197096.121339749
2023_216178	216178	1_7_8076	30664162_1	30664162	252139.77	207033.55
2023_218798	218798	1_4_1039	30694834_1	30694834	249890.69	161439.24
2023_39195	39195	NA	30744658_1	30744658	250282.708918494	195442.814028557
2023_39154	39154	1_7_8932	30768210_1	30768210	250093.74	198980.07
2023_238765	238765	NA	30768338_1	30768338	225658.427027567	197718.785248931
2023_47687	47687	NA	30796638_1	30796638	179736.809660128	243427.438644498
2023_113038	113038	NA	30843126_1	30843126	196043.721051935	210806.444749636
2023_103409	103409	1_4_1349	30865206_1	30865206	190266.26	195958.66
2023_144045	144045	1_7_209210	30885078_1	30885078	177182.6	212585.5
2023_230698	230698	1_4_656	30955474_1	30955474	227538.44	200121.75
2023_214066	214066	1_7_41031	30973046_1	30973046	206394.96	212247.07
2023_238511	238511	1_4_1103	31148306_1	31148306	224023.12	218355.45
2023_45992	45992	NA	31239798_1	31239798	211266.063926199	207384.646105708
2023_238752	238752	NA	31277266_1	31277266	225627.304421771	198999.355623984
2023_39104	39104	1_4_987	31280210_1	31280210	251281.31	200730.56
2023_39331	39331	NA	31319378_1	31319378	246017.001769602	186072.944607144
2023_46043	46043	1_7_55003	31328886_1	31328886	215868.36	208769.96
2023_166860	166860	NA	31397614_1	31397614	204204.866147523	221759.202742112
2023_226477	226477	NA	31399186_1	31399186	220073.547485437	210404.155555849
2023_212388	212388	1_4_361	31484594_1	31484594	245700.59	161055.82
2023_39218	39218	NA	31490130_1	31490130	248384.630396716	195318.01413701
2023_206729	206729	NA	31521910_1	31521910	209194.020952901	211544.91850959
2023_39100	39100	NA	31542354_1	31542354	250936.820312763	200939.128915873
2023_39089	39089	NA	31558738_1	31558738	250974.862996572	201973.646919617
2023_39329	39329	NA	31581522_1	31581522	246116.421984156	186244.614410906
2023_206736	206736	NA	31685750_1	31685750	209695.10600155	211828.431084808
2023_166830	166830	NA	31702574_1	31702574	202060.835112409	221442.903295367
2023_39460	39460	1_4_1838	31767026_1	31767026	244119.48	178773.56
2023_206684	206684	NA	31779702_1	31779702	205514.178103095	210351.666354774
2023_230705	230705	NA	31807442_1	31807442	227442.930535013	199571.561612967
2023_39491	39491	1_4_1807	31839474_1	31839474	242696.29	176419.87
2023_124211	124211	1_4_1769	31856502_1	31856502	207527.78	203947.18
2023_123590	123590	NA	31859702_1	31859702	188716.521569512	210492.264945465
2023_203458	203458	NA	31923366_1	31923366	200726.225283121	184148.394278714
2023_255336	255336	1_7_232395	31928850_1	31928850	228579.22	216257.63
2023_238502	238502	NA	32002922_1	32002922	224532.624899998	219020.386799999
2023_158924	158924	1_7_22647	32007657_1	32007657	142566.02	192043.47
2023_39110	39110	1_7_8884	32014754_1	32014754	251898.28	200760.87
2023_5574	5574	NA	32024542_1	32024542	154852.263265798	226141.200826886
2023_40031	40031	1_7_190676	32052638_1	32052638	185414.88	234082.18
2023_39430	39430	1_4_1868	32057842_1	32057842	245540.68	180196.41
2023_212351	212351	1_4_324	32070322_1	32070322	243217.56	161125.68
2023_39251	39251	1_4_145	32127314_1	32127314	247495.81	192209.01
2023_218811	218811	1_4_949	32228018_1	32228018	250933.49	161148.91
2023_45941	45941	NA	32253814_1	32253814	207035.701286976	205676.222410916
2023_123471	123471	NA	32293846_1	32293846	178386.208906909	208563.706450009
2023_39333	39333	1_4_227	32367954_1	32367954	245964.13	185854.4
2023_259133	259133	NA	32374006_1	32374006	200090.626946695	215539.507354516
2023_238522	238522	NA	32426258_1	32426258	223618.180698895	217567.41473968
2023_39189	39189	NA	32448594_1	32448594	250318.386355381	196014.62666117
2023_216181	216181	1_7_8073	32499170_1	32499170	252028.35	207240.77
2023_33371	33371	NA	32516982_1	32516982	205593.819908042	209141.521097028
2023_123774	123774	1_7_26644	32571094_1	32571094	177372.99	209500.12
2023_238508	238508	NA	32592746_1	32592746	224160.313328356	218616.25621391
2023_39485	39485	1_4_1813	32593138_1	32593138	243137.95	176818.02
2023_9544	9544	NA	32660417_1	32660417	74297.453012641	204221.713953982
2023_39067	39067	NA	32672226_1	32672226	252598.810503871	203300.103679589
2023_46652	46652	NA	32695342_1	32695342	186355.081500001	220460.924400002
2023_39211	39211	NA	32735314_1	32735314	248834.988531219	195669.913656895
2023_123781	123781	1_7_11712	32752598_1	32752598	178014.19	209341.54
2023_39275	39275	NA	32778578_1	32778578	248473.415454558	190651.753329306
2023_206679	206679	1_7_34546	32795510_1	32795510	205076.64	210299.37
2023_111580	111580	NA	32822686_1	32822686	184865.061499824	233183.049625319
2023_255344	255344	NA	32846354_1	32846354	228537.115388234	215621.726755784
2023_260486	260486	NA	32857705_1	32857705	129196.936548268	214448.651298743
2023_46040	46040	1_7_55006	32901750_1	32901750	215571.96	208721.38
2023_166858	166858	NA	32970478_1	32970478	204004.88742242	221758.386211727
2023_205801	205801	1_7_72668	33000434_1	33000434	239306.82	179200.4
2023_226464	226464	1_4_1085	33017106_1	33017106	221022.16	211077.18
2023_224808	224808	1_4_1385	33017334_1	33017334	199107.54	203533.81
2023_39052	39052	NA	33020386_1	33020386	253342.667825429	204347.353222334
2023_218801	218801	1_4_1042	33054130_1	33054130	250153.57	161340.42
2023_238544	238544	NA	33093906_1	33093906	223355.727656285	215792.03864437
2023_33418	33418	NA	33095126_1	33095126	182762.49680631	216186.040085111
2023_39153	39153	1_7_8841	33127506_1	33127506	250177.25	199063.53
2023_218827	218827	1_4_27	33129346_1	33129346	252015.05	160463.79
2023_238535	238535	NA	33130770_1	33130770	223092.953582601	216584.110006141
2023_176606	176606	1_4_1463	33137345_1	33137345	81524.86	212975.18
2023_39123	39123	1_7_8871	33169826_1	33169826	252557.7	199837.21
2023_206739	206739	NA	33193078_1	33193078	209844.06512749	211987.127053869
2023_194182	194182	1_7_59757	33226166_1	33226166	202891.32	191711.59
2023_206732	206732	1_4_1217	33258614_1	33258614	209481.63	211686.76
2023_123778	123778	1_7_11715	33276886_1	33276886	177724.1	209306.75
2023_166819	166819	NA	33340974_1	33340974	201384.174669774	220907.960429815
2023_582	582	1_7_226912	33342582_1	33342582	209365.9	215505.76
2023_39229	39229	1_4_123	33374290_1	33374290	248296.62	194205.56
2023_123782	123782	1_7_11711	33375190_1	33375190	178067.54	209410.95
2023_238591	238591	NA	33452306_1	33452306	224551.538096319	212641.073727445
2023_144047	144047	1_7_49556	33506518_1	33506518	177186.53	212709.61
1_4_1037	218797	1_4_1037	4152754_2	33512882	249828	161505
2023_241378	241378	NA	33525906_1	33525906	241799.91931306	207363.865065436
2023_90382	90382	1_7_26539	33537438_1	33537438	179409.87	231946.11
2023_39233	39233	1_4_127	33552722_1	33552722	248154.98	193832.1
2023_56562	56562	1_7_119642	33554418_1	33554418	239326.94	181964.62
2023_180393	180393	NA	33596349_1	33596349	148633.784487778	225857.916550509
2023_38434	38434	1_7_79649	33660150_1	33660150	200022.23	218385.27
2023_123028	123028	NA	33674678_1	33674678	206948.239433844	189359.422207217
2023_39249	39249	1_4_143	33700178_1	33700178	247472	192406.11
2023_206670	206670	1_7_34555	33713014_1	33713014	204398.16	210021.9
2023_137721	137721	NA	33716086_1	33716086	209084.325800002	204986.7073
2023_252525	252525	1_4_690	33716726_1	33716726	200147.52	207176.27
2023_123546	123546	NA	33748950_1	33748950	184774.888907518	209013.225161959
2023_197235	197235	1_4_316	33769366_1	33769366	169349.62	212455.73
2023_218823	218823	1_4_23	33784706_1	33784706	251839.22	160779.82
2023_241605	241605	NA	33884114_1	33884114	230247.153235104	199438.111993096
2023_241582	241582	NA	33892306_1	33892306	229725.092645671	201243.236625864
2023_166730	166730	NA	33932534_1	33932534	195992.310315251	215521.842599141
2023_113050	113050	1_7_215272	33943798_1	33943798	196876.65	211406.43
2023_212348	212348	NA	33945778_1	33945778	243012.085991718	161319.889603267
2023_218787	218787	1_4_1028	33967538_1	33967538	249198.76	161927.27
2023_39363	39363	1_4_257	33967602_1	33967602	245688.76	183675.52
2023_39451	39451	1_4_1847	34028018_1	34028018	244904.44	178394.55
2023_123788	123788	NA	34030550_1	34030550	178471.112925956	209638.42246111
2023_224806	224806	1_4_1383	34065910_1	34065910	199079.39	203728.69
2023_209470	209470	1_4_1511	34159154_1	34159154	228381.94	184834
2023_180398	180398	1_7_210209	34168765_1	34168765	149064.68	225710.85
2023_213839	213839	NA	34170706_1	34170706	241280.853361818	196963.005244641
2023_144036	144036	NA	34219222_1	34219222	176508.036000819	212055.473992127
2023_212373	212373	1_4_346	34223538_1	34223538	245035.91	161537.43
2023_255383	255383	NA	34266642_1	34266642	228734.159214632	212695.066674366
2023_103412	103412	1_4_1891	34273078_1	34273078	190170.21	195694.84
2023_252558	252558	1_4_714	34281974_1	34281974	202176.22	208355.77
2023_200619	200619	1_7_28316	34284438_1	34284438	164647.49	217883.9
2023_180397	180397	1_7_210210	34284477_1	34284477	148968.91	225713.55
2023_39434	39434	1_4_1864	34286066_1	34286066	245448.59	179810
2023_212394	212394	1_7_26873	34302642_1	34302642	245699.99	160637.56
2023_5596	5596	NA	34342878_1	34342878	156686.365479843	225072.042095224
2023_255416	255416	NA	34385938_1	34385938	228741.413524459	210154.397748614
2023_56559	56559	NA	34413554_1	34413554	239300.030141332	181617.663905922
2023_39381	39381	1_4_275	34430450_1	34430450	247199.54	184158.87
2023_238741	238741	1_4_67	34521298_1	34521298	225896.06	200017.56
2023_39092	39092	NA	34573394_1	34573394	250866.514159332	201695.295193167
2023_224947	224947	NA	34584438_1	34584438	208742.287487083	206106.8570474
2023_5585	5585	NA	34588638_1	34588638	155775.090273548	225620.708234735
2023_224932	224932	NA	34596726_1	34596726	207750.327932784	205803.286149535
2023_213841	213841	NA	34608978_1	34608978	241142.400193563	196992.351127072
2023_39134	39134	1_7_8860	34628002_1	34628002	251892.37	199042
2023_144040	144040	NA	34694358_1	34694358	176782.073354609	212202.955689175
2023_102601	102601	NA	34785014_1	34785014	186441.787918172	210034.578424793
2023_260899	260899	NA	34813193_1	34813193	118889.536276296	203720.124772253
2023_238639	238639	1_4_895	34835218_1	34835218	224656.94	208428.19
2023_19762	19762	1_7_157561	34859457_1	34859457	79040.83	212651.38
2023_201259	201259	NA	34909398_1	34909398	171275.129034179	218192.506193898
2023_255355	255355	1_4_434	34910738_1	34910738	228643.6	214747.2
2023_104296	104296	1_4_1652	34912606_1	34912606	175890.84	237140.43
2023_92549	92549	NA	34926385_1	34926385	33105.9655216023	203452.582399281
2023_39171	39171	NA	34959442_1	34959442	250602.444495008	197572.938915096
2023_123530	123530	NA	34965462_1	34965462	183489.14263013	208253.883351411
2023_238734	238734	NA	34988242_1	34988242	226246.391145523	200631.563823278
2023_224937	224937	NA	34989942_1	34989942	208064.518456952	205868.163638248
2023_218789	218789	1_4_1030	35016114_1	35016114	249292	161819.74
2023_5560	5560	NA	35022814_1	35022814	153482.010187013	226400.802834287
2023_39169	39169	1_7_7772	35024978_1	35024978	250542.43	197758.22
2023_169155	169155	NA	35085062_1	35085062	160746.975599015	157745.244704133
2023_218775	218775	1_7_1636	35098034_1	35098034	248239.15	161886.68
2023_37815	37815	NA	35110518_1	35110518	211732.821753249	209068.832144385
2023_218816	218816	1_4_954	35111602_1	35111602	251315.96	160873.05
2023_144017	144017	NA	35181782_1	35181782	175320.924773214	211259.965466732
2023_39408	39408	NA	35196402_1	35196402	246708.27986389	182120.546844944
2023_144031	144031	NA	35202262_1	35202262	176131.884099725	211831.583482126
2023_224818	224818	1_4_1395	35278326_1	35278326	199963.58	203198.91
2023_175047	175047	NA	35301441_1	35301441	74122.172811874	200803.704586761
2023_39950	39950	NA	35317854_1	35317854	180108.711606348	235495.017626621
2023_123771	123771	NA	35323606_1	35323606	177081.329224911	209528.154507947
2023_39215	39215	NA	35356754_1	35356754	248462.550674405	195599.313787126
2023_214070	214070	NA	35429494_1	35429494	206703.263443762	212434.74895639
2023_45962	45962	NA	35439478_1	35439478	208897.829208799	206330.242967333
2023_144054	144054	NA	35472598_1	35472598	177349.30923775	213316.005122234
2023_238647	238647	NA	35478290_1	35478290	224602.907041585	207667.655893902
2023_39176	39176	NA	35483730_1	35483730	250409.863511014	197148.796871893
2023_39403	39403	1_7_20160	35524082_1	35524082	246793.19	182573.87
2023_238756	238756	1_4_82	35537106_1	35537106	225635.55	198585.97
2023_33320	33320	NA	35592942_1	35592942	202691.408500001	223902.576099999
2023_169159	169159	1_7_25684	35609350_1	35609350	160320.38	157801.81
2023_123502	123502	NA	35611606_1	35611606	181016.520257426	208608.921493616
2023_166802	166802	1_4_1436	35630638_1	35630638	200365.11	220225.17
2023_9543	9543	NA	35634113_1	35634113	74260.9268262172	204292.880999536
2023_35615	35615	NA	35635474_1	35635474	224965.494115421	210859.07121256
2023_39464	39464	1_4_1834	35699186_1	35699186	243734.14	178691.9
2023_39199	39199	NA	35725394_1	35725394	249931.777583476	195268.545155477
2023_166814	166814	NA	35761710_1	35761710	201043.927743723	220580.129139285
2023_39437	39437	NA	35768818_1	35768818	245449.539575541	179589.308492566
2023_47686	47686	NA	35773278_1	35773278	179651.000555351	243412.657624524
2023_206690	206690	1_4_1175	35872886_1	35872886	206117.21	210526.05
2023_218820	218820	1_7_7035	35881858_1	35881858	251680.07	160921.76
2023_166755	166755	NA	35906806_1	35906806	196724.318279281	217694.285156564
2023_39277	39277	NA	35924306_1	35924306	248369.291775667	190481.056803958
2023_231526	231526	NA	35956690_1	35956690	229566.073389364	200425.552270523
