segment_id	rank	segment_id_v1_7	point_code	grts_ranking	x	y
2023_39293	39293	1_4_187	48009554_1	48009554	248159.12	188923.03
2023_213780	213780	1_4_57	48109650_1	48109650	245223.02	198455.02
2023_212371	212371	1_4_344	48117170_1	48117170	244839.58	161543.65
2023_39361	39361	1_4_255	48123378_1	48123378	245490.22	183670.35
2023_238745	238745	1_4_71	48169170_1	48169170	225739.97	199655.57
2023_45960	45960	NA	48215926_1	48215926	208705.101092149	206278.774729983
2023_123465	123465	1_7_18088	48219094_1	48219094	178050.11	208922.36
2023_259127	259127	NA	48233718_1	48233718	199633.826272495	215638.330238587
2023_39179	39179	NA	48279634_1	48279634	250190.193536607	196949.403772145
2023_39084	39084	NA	48291218_1	48291218	251321.454818129	202332.880204933
2023_113055	113055	NA	48312566_1	48312566	197289.087810714	211503.935987566
2023_259128	259128	NA	48364790_1	48364790	199706.930087647	215605.690829866
2023_206720	206720	NA	48381046_1	48381046	208780.279001137	210912.798226975
2023_9546	9546	NA	48389057_1	48389057	74325.0252686051	204026.366356065
2023_166796	166796	1_4_1430	48422446_1	48422446	199826.29	219975.78
2023_39310	39310	1_4_204	48423250_1	48423250	247342.1	187516.58
2023_39501	39501	1_4_1797	48465138_1	48465138	242230.11	175568.55
2023_5589	5589	NA	48482270_1	48482270	156067.753523635	225376.73727611
2023_252506	252506	1_4_1634	48495094_1	48495094	198846.42	207110.24
2023_224926	224926	NA	48506742_1	48506742	207332.947276008	205586.05223082
2023_252553	252553	NA	48515574_1	48515574	201839.940448167	208003.567473985
2023_144039	144039	1_7_209216	48587990_1	48587990	176760.02	212183.51
2023_238611	238611	NA	48636178_1	48636178	224684.892066761	210915.42156951
2023_169154	169154	NA	48651014_1	48651014	160835.834552337	157699.485869844
2023_238641	238641	1_4_897	48651026_1	48651026	224638.24	208219.15
2023_38401	38401	NA	48669942_1	48669942	197736.560899413	216722.12602372
2023_39184	39184	NA	48672850_1	48672850	250158.896819552	196484.581378316
2023_39499	39499	1_4_1799	48682226_1	48682226	242272.32	175762.27
2023_238557	238557	1_4_98	48707858_1	48707858	223447.39	214645.6
2023_194188	194188	NA	48795062_1	48795062	203317.621486526	192045.544105536
2023_249716	249716	1_4_883	48834166_1	48834166	211316.28	204968.1
2023_90387	90387	1_4_1644	48840094_1	48840094	179522.28	231637.51
2023_39090	39090	NA	48860242_1	48860242	250927.663799413	201885.571782833
2023_144037	144037	1_7_209218	48899286_1	48899286	176617.2	212113.33
2023_39321	39321	NA	48915794_1	48915794	246823.427283144	186587.145852821
2023_84207	84207	NA	48943037_1	48943037	151524.310620489	223345.712509982
2023_38448	38448	NA	48967214_1	48967214	200927.845372343	219023.429125739
2023_39055	39055	1_4_971	48990690_1	48990690	253249.73	204049.72
2023_224822	224822	1_4_1399	49126902_1	49126902	200306.34	203143.58
2023_238757	238757	1_4_83	49168594_1	49168594	225635.11	198486.36
2023_213811	213811	1_4_53	49169234_1	49169234	242982.7	198123.68
2023_226443	226443	NA	49220882_1	49220882	222524.606082738	212304.086438605
2023_255405	255405	1_4_869	49278482_1	49278482	228695.92	211027.03
2023_206664	206664	NA	49339254_1	49339254	203969.222363812	209744.523837509
2023_238583	238583	1_4_1055	49377554_1	49377554	224585.57	213215.99
2023_238761	238761	NA	49380562_1	49380562	225585.333318916	198110.102795555
2023_32535	32535	NA	49468854_1	49468854	206856.406999998	189284.7958
2023_144620	144620	1_4_498	49497874_1	49497874	221973.9	202436.16
2023_144636	144636	1_7_15879	49539282_1	49539282	221602.3	200964.13
2023_256604	256604	NA	49551842_1	49551842	251877.750902613	205274.805967517
2023_39454	39454	NA	49560050_1	49560050	244680.290552349	178440.872429094
2023_39177	39177	NA	49606738_1	49606738	250326.29581504	197094.20633041
2023_39467	39467	1_4_1831	49609202_1	49609202	243491.3	178527.22
2023_123493	123493	1_7_19799	49652694_1	49652694	180301.33	208440.81
2023_39405	39405	1_7_20158	49679858_1	49679858	246776.74	182374.9
2023_104305	104305	1_4_1517	49711454_1	49711454	175261.88	236671.22
1_4_772	NA	1_4_772	351794_2	49770034	228215	179699
2023_144033	144033	NA	49816790_1	49816790	176286.594743924	211908.001346982
2023_39471	39471	NA	49871346_1	49871346	243366.377042463	178220.168596504
2023_33417	33417	1_7_32151	49872342_1	49872342	182778.91	216176.63
2023_144052	144052	NA	49890518_1	49890518	177252.493587681	213142.97858427
2023_180395	180395	1_7_210212	50013117_1	50013117	148775.78	225707.46
2023_123485	123485	1_4_461	50025430_1	50025430	179562.25	208329.67
2023_5578	5578	NA	50038750_1	50038750	155189.884981092	225929.054709288
2023_79220	79220	NA	50058966_1	50058966	170306.195100002	207921.897700001
2023_259132	259132	NA	50199798_1	50199798	200014.978930009	215555.834005066
2023_218836	218836	1_4_36	50201474_1	50201474	252363.03	159854.94
2023_76249	76249	NA	50286934_1	50286934	183517.124869837	192811.033401054
2023_123582	123582	1_7_18095	50288374_1	50288374	188057.12	210155.33
2023_123504	123504	1_4_456	50291670_1	50291670	181256.69	208629.87
2023_224949	224949	NA	50313078_1	50313078	208881.394929876	206164.516139708
2023_5600	5600	NA	50333662_1	50333662	157049.801229864	224938.639009383
2023_83576	83576	NA	50338542_1	50338542	202837.826905289	223987.421848581
2023_39202	39202	NA	50339922_1	50339922	249635.821668469	195271.774338166
2023_39468	39468	1_4_1830	50395634_1	50395634	243437.76	178443.43
2023_113054	113054	1_7_47412	50409718_1	50409718	197224.66	211508.01
2023_144616	144616	1_4_494	50415378_1	50415378	221990.66	202802.85
2023_143996	143996	NA	50435286_1	50435286	173709.668128538	211127.784888397
2023_144011	144011	NA	50451670_1	50451670	174927.949287277	211224.686848654
2023_238607	238607	1_4_911	50471186_1	50471186	224662.06	211233.73
2023_123588	123588	NA	50484982_1	50484982	188548.384746265	210386.310410451
2023_5605	5605	1_7_28260	50524126_1	50524126	157545.86	224822.26
2023_94829	94829	NA	50530806_1	50530806	201310.151963744	207269.985773865
2023_39391	39391	1_4_285	50648562_1	50648562	247653.69	183321.37
2023_224918	224918	NA	50669430_1	50669430	206713.069752028	205288.89036596
2023_123496	123496	NA	50701270_1	50701270	180472.895497538	208556.913284142
2023_123601	123601	1_7_23094	50766838_1	50766838	189698.57	211141.82
2023_39349	39349	NA	50802162_1	50802162	245060.261342232	184586.162149091
2023_39069	39069	NA	50809314_1	50809314	252399.613419922	203287.974418253
2023_213944	213944	NA	50891346_1	50891346	236357.291500951	191386.584207962
2023_175056	175056	1_4_1015	50915393_1	50915393	74713.47	200255.83
2023_249717	249717	1_4_884	50931318_1	50931318	211416.81	204969.57
2023_39503	39503	1_4_1795	50971890_1	50971890	242231.9	175369.97
2023_255379	255379	1_4_727	50978322_1	50978322	228675.68	213011.86
2023_209497	209497	1_4_1491	50998738_1	50998738	229886.03	186723.08
2023_144580	144580	NA	51012370_1	51012370	223720.393264731	205477.122482132
2023_123690	123690	1_4_314	51049718_1	51049718	196776.53	215099.88
2023_255393	255393	NA	51080722_1	51080722	228659.554310433	211958.214295717
2023_39424	39424	1_7_20139	51096050_1	51096050	245847.23	180760.33
2023_37818	37818	NA	51101302_1	51101302	211959.105962732	209139.978731848
2023_241628	241628	NA	51108818_1	51108818	230581.996428735	197537.672614959
2023_123783	123783	1_7_11710	51200982_1	51200982	178077.14	209510.46
2023_39063	39063	NA	51218914_1	51218914	252993.795829092	203332.475625536
2023_39397	39397	1_4_291	51236338_1	51236338	247202.31	182992.42
2023_238521	238521	NA	51300626_1	51300626	223697.53451642	217608.76310906
2023_39191	39191	NA	51322962_1	51322962	250372.909757671	195822.35438421
2023_76248	76248	NA	51335510_1	51335510	183422.357805535	192827.727931129
2023_213842	213842	NA	51386194_1	51386194	241112.916445134	196980.240352976
2023_255352	255352	1_4_431	51425810_1	51425810	228574.02	214988.11
2023_212354	212354	1_4_327	51468978_1	51468978	243488.12	161106.92
2023_39087	39087	NA	51481682_1	51481682	251111.853533214	202118.674029955
2023_260189	260189	1_7_18803	51515538_1	51515538	242228.66	206883.39
2023_39192	39192	1_7_7749	51585106_1	51585106	250380.55	195719.36
2023_39213	39213	NA	51609682_1	51609682	248637.099628382	195676.783671524
2023_259135	259135	NA	51612918_1	51612918	200230.750068354	215605.341306753
2023_39295	39295	1_4_189	51646802_1	51646802	248160.36	188723.19
2023_218759	218759	NA	51717554_1	51717554	246834.354780944	162206.798665199
2023_76258	76258	1_4_590	51728726_1	51728726	183810.58	192177.98
2023_104307	104307	1_7_26737	51743070_1	51743070	175229.45	236507.76
2023_143998	143998	NA	51746006_1	51746006	173878.265104041	211148.65514651
2023_39166	39166	NA	51769426_1	51769426	250376.585155686	198012.447598411
2023_39122	39122	1_7_8872	51782050_1	51782050	252568.17	199936.93
2023_144049	144049	NA	51791062_1	51791062	177155.77584437	212863.974259268
2023_39132	39132	1_7_8862	51798434_1	51798434	252075.97	199109.46
2023_39185	39185	NA	51818578_1	51818578	250199.23067365	196393.904549143
2023_206661	206661	NA	51829622_1	51829622	203733.368494088	209648.835748223
2023_39302	39302	1_4_196	51843410_1	51843410	247865.06	188113.2
2023_166827	166827	1_4_1451	51887662_1	51887662	202005.2	221217.22
2023_209484	209484	1_4_1478	51916242_1	51916242	229015.56	185930.76
2023_231527	231527	NA	51947474_1	51947474	229505.966471782	200346.341674921
2023_224927	224927	NA	51963766_1	51963766	207390.122461867	205636.293679326
2023_123452	123452	1_7_9437	52018902_1	52018902	177129.36	209327.36
2023_99521	99521	NA	52023414_1	52023414	202410.5118184	213651.660520364
2023_194179	194179	NA	52034998_1	52034998	202643.294808596	191543.950050858
2023_39346	39346	NA	52096498_1	52096498	245232.323944871	184831.827571693
2023_144625	144625	1_4_503	52111570_1	52111570	221776.85	201988.61
2023_39364	39364	1_4_258	52121074_1	52121074	245787.06	183692.3
2023_123486	123486	1_4_462	52122582_1	52122582	179660.03	208343.64
2023_123595	123595	NA	52143094_1	52143094	189100.504114895	210811.905008418
2023_209486	209486	1_4_1480	52178386_1	52178386	229072.21	186080.18
2023_230703	230703	NA	52189138_1	52189138	227503.18011001	199744.348389073
2023_123576	123576	1_7_18422	52201206_1	52201206	187527.67	209981.36
2023_56558	56558	NA	52239346_1	52239346	239238.13187699	181543.772392582
2023_218764	218764	1_4_12	52241842_1	52241842	247246.25	162144.67
2023_224939	224939	NA	52291446_1	52291446	208195.3714787	205915.046881666
2023_39360	39360	1_4_254	52317682_1	52317682	245393.01	183693.56
2023_38424	38424	1_4_660	52337910_1	52337910	199342.97	217812.96
2023_224933	224933	NA	52422518_1	52422518	207802.935448429	205821.064102362
2023_206694	206694	NA	52436086_1	52436086	206422.999145867	210566.836007504
2023_39379	39379	NA	52518386_1	52518386	247009.56073643	184272.011857896
2023_205799	205799	NA	52530162_1	52530162	239403.905514931	179004.675328146
2023_39401	39401	1_7_20162	52547058_1	52547058	246865.55	182760.34
2023_39431	39431	1_4_1867	52636146_1	52636146	245510.61	180101.57
2023_206691	206691	NA	52650102_1	52650102	206130.724395836	210525.604214586
2023_39418	39418	1_7_20145	52668914_1	52668914	246245.15	181209.04
2023_123685	123685	1_7_29355	52688118_1	52688118	196319.6	214971.9
2023_206722	206722	1_4_1207	52837494_1	52837494	208783.77	211194.22
2023_224812	224812	1_4_1389	52858358_1	52858358	199442.55	203424.35
2023_219278	219278	1_4_1369	52875457_1	52875457	86835.78	207846.92
2023_39367	39367	NA	52907506_1	52907506	246049.374272602	183778.000019269
2023_250734	250734	1_7_202292	52940774_1	52940774	207031.31	184350.4
2023_39472	39472	NA	52951538_1	52951538	243376.212358195	178120.735697942
2023_104294	104294	1_4_1650	53000542_1	53000542	176016.8	237290.08
2023_92547	92547	NA	53014321_1	53014321	33274.6109054561	203499.576654019
2023_45970	45970	NA	53035894_1	53035894	209548.977310299	206613.922527154
2023_40650	40650	1_4_835	53110646_1	53110646	206505.31	204396.79
2023_39458	39458	1_4_1840	53115378_1	53115378	244308.76	178717.75
2023_39065	39065	NA	53119458_1	53119458	252798.6353718	203305.996199999
2023_39258	39258	1_4_152	53127506_1	53127506	248094.79	191913.18
2023_39435	39435	1_4_1863	53160434_1	53160434	245441.74	179710.72
2023_241607	241607	NA	53282770_1	53282770	230283.821804473	199273.520978854
2023_113058	113058	NA	53293302_1	53293302	197575.106022367	211468.320729986
2023_124218	124218	1_7_31125	1841014_2	53352310	207857	203884
2023_124217	124217	1_7_31126	53352310_1	53352310	207858.69	203888.84
2023_218785	218785	1_4_1026	53366194_1	53366194	249056.75	161915.14
2023_209506	209506	1_4_1500	53505490_1	53505490	230617.41	187153.13
2023_166817	166817	NA	53526062_1	53526062	201257.129016312	220769.428852243
2023_39490	39490	NA	53531890_1	53531890	242814.495445692	176517.778501517
2023_144058	144058	NA	53560534_1	53560534	177660.116253307	213281.662566497
2023_90097	90097	1_7_40977	53565998_1	53565998	194264.64	225113.11
2023_39206	39206	NA	53575762_1	53575762	249288.964518293	195466.727044535
2023_38388	38388	NA	53589238_1	53589238	196619.695100002	216427.543200001
2023_39438	39438	NA	53594610_1	53594610	245464.697475986	179490.464006115
2023_39399	39399	1_4_293	53595634_1	53595634	247027.54	182895.76
2023_169161	169161	NA	53598982_1	53598982	160161.120163951	157845.707793333
2023_260218	260218	1_7_18774	53634194_1	53634194	239485.37	206156.04
2023_252524	252524	1_4_689	53639670_1	53639670	200067.06	207216.65
2023_5570	5570	NA	53651422_1	53651422	154464.250030497	226237.165774435
2023_200564	200564	NA	53688214_1	53688214	167023.157718387	213096.785813267
2023_99526	99526	NA	53727350_1	53727350	202886.27468133	213785.866500602
2023_39390	39390	1_4_284	53794290_1	53794290	247664.06	183420.46
2023_92052	92052	NA	53811510_1	53811510	193199.954539414	193287.655181418
2023_224920	224920	NA	53815158_1	53815158	206855.858021168	205386.471553019
2023_238764	238764	NA	53837010_1	53837010	225633.114891205	197815.527837873
2023_206673	206673	NA	53898102_1	53898102	204569.32023996	210121.391201254
2023_76250	76250	NA	53956950_1	53956950	183584.61416577	192753.192408677
2023_123585	123585	1_4_446	53958390_1	53958390	188299.4	210278.15
2023_218802	218802	1_4_1043	54025650_1	54025650	250250.97	161334.72
2023_33412	33412	NA	54033878_1	54033878	183042.282401656	215685.622081179
2023_103405	103405	NA	54069046_1	54069046	190320.483734941	196290.314871405
2023_238746	238746	NA	54132946_1	54132946	225730.258073294	199575.440639971
2023_39119	39119	1_7_8875	54133154_1	54133154	252558.24	200236.07
2023_123450	123450	NA	54197974_1	54197974	176910.917046101	209414.825547226
2023_5552	5552	NA	54214589_1	54214589	152725.736799843	226416.17036947
2023_144622	144622	1_4_500	54216466_1	54216466	221905.36	202252.62
2023_123501	123501	NA	54223830_1	54223830	180922.548761564	208641.989448035
2023_39054	39054	1_4_972	54233570_1	54233570	253264.64	204145.94
2023_39298	39298	NA	54268242_1	54268242	248115.641901443	188455.942824149
2023_226471	226471	1_4_889	54402322_1	54402322	220417.75	210760.59
2023_206687	206687	NA	54419574_1	54419574	205765.236730336	210413.169004013
2023_39319	39319	1_4_213	54420818_1	54420818	246941.85	186712.97
2023_216088	216088	NA	54424402_1	54424402	239754.790179903	202034.535508653
2023_56561	56561	1_7_119643	54525938_1	54525938	239332.52	181877.34
2023_56554	56554	NA	54598642_1	54598642	239301.232011417	181239.443223674
2023_220151	220151	NA	54615190_1	54615190	167152.63084344	205267.773918188
2023_39210	39210	NA	54689874_1	54689874	248930.839690987	195641.638747547
2023_39043	39043	NA	54749666_1	54749666	254038.968900003	204881.949099999
2023_238637	238637	1_4_941	54758162_1	54758162	224740.86	208568.34
2023_255371	255371	1_4_719	54812178_1	54812178	228461.03	213611.97
2023_33363	33363	NA	54831990_1	54831990	205003.366700001	208897.5803
2023_39196	39196	NA	54861906_1	54861906	250209.310553662	195375.358836115
2023_123664	123664	NA	54870262_1	54870262	194387.084542155	214445.418962221
2023_39172	39172	1_7_7769	54882386_1	54882386	250605.96	197469.07
2023_123505	123505	1_4_457	54944726_1	54944726	181344.3	208592.51
2023_39051	39051	1_4_975	55040482_1	55040482	253384.71	204409.34
2023_33366	33366	NA	55094134_1	55094134	205094.824837339	209135.386009359
2023_39470	39470	NA	55114226_1	55114226	243383.956669041	178318.565188549
2023_216183	216183	1_7_8071	55125474_1	55125474	251879.54	207372.54
2023_46038	46038	1_7_55008	55134838_1	55134838	215374.42	208689.05
2023_144007	144007	NA	55170262_1	55170262	174687.710012909	211390.749109216
2023_255378	255378	1_4_726	55172626_1	55172626	228657.65	213078.15
2023_47688	47688	NA	55176030_1	55176030	179815.838017068	243441.326865473
2023_213784	213784	NA	55187538_1	55187538	244984.139877448	198409.801998831
2023_72202	72202	NA	55195393_1	55195393	60282.9714375182	207437.781675722
2023_175048	175048	NA	55224385_1	55224385	74183.0417803362	200764.850089658
2023_39433	39433	1_4_1865	55257586_1	55257586	245462.12	179908.58
2023_206719	206719	NA	55262326_1	55262326	208731.804576586	210854.783487126
2023_206708	206708	NA	55270518_1	55270518	207701.513977122	210758.680117664
2023_218805	218805	NA	55287218_1	55287218	250442.319931017	161288.369452373
2023_39344	39344	NA	55303666_1	55303666	245355.959532005	184988.61322694
2023_5549	5549	1_4_1131	55394237_1	55394237	152508.59	226352.58
2023_166813	166813	NA	55422510_1	55422510	200967.417827744	220517.680282422
2023_39164	39164	NA	55475282_1	55475282	250235.686887004	198154.376093785
2023_166859	166859	NA	55514862_1	55514862	204104.883770362	221758.366583512
2023_144020	144020	NA	55530710_1	55530710	175449.625963524	211526.310350166
2023_90381	90381	NA	55557534_1	55557534	179247.016082065	232024.089812615
2023_39085	39085	NA	55631250_1	55631250	251255.022962759	202258.143034375
2023_90098	90098	NA	55663150_1	55663150	194308.365722043	225149.299837471
2023_206672	206672	NA	55733110_1	55733110	204505.421474644	210087.855689671
2023_259136	259136	NA	55807222_1	55807222	200286.894681044	215632.77644165
2023_38389	38389	1_4_306	55817462_1	55817462	196718.85	216479.76
2023_5590	5590	NA	55822302_1	55822302	156164.17329261	225350.22237919
2023_226466	226466	1_4_1087	55823634_1	55823634	220852.12	210973.27
2023_238615	238615	NA	55910674_1	55910674	224659.785813727	210528.135982963
2023_123543	123543	1_4_602	56031190_1	56031190	184530.14	208990.55
2023_224760	224760	NA	56051190_1	56051190	195095.137325856	204570.191369724
2023_206653	206653	1_4_557	56056694_1	56056694	203195.8	209361.45
2023_123615	123615	1_4_1713	56121334_1	56121334	190874.05	211818.1
2023_39182	39182	NA	56143954_1	56143954	250101.661630454	196675.845326168
2023_5568	5568	NA	56207326_1	56207326	154269.620448644	226283.201910979
2023_144008	144008	NA	56218838_1	56218838	174747.748218929	211336.741378406
2023_39305	39305	1_4_199	56234322_1	56234322	247653.01	187901.28
2023_40651	40651	NA	56256374_1	56256374	206556.562071652	204369.767193539
2023_143787	143787	1_7_50908	56260470_1	56260470	209065.29	205040.12
2023_255413	255413	NA	56290834_1	56290834	228735.028859361	210407.14116614
2023_153228	153228	1_7_165464	56392902_1	56392902	162583.36	179741.46
2023_83583	83583	NA	56433390_1	56433390	202901.947259271	224527.777202743
2023_39081	39081	1_7_8892	56478178_1	56478178	251450.27	202516.14
2023_39315	39315	1_4_209	56534354_1	56534354	247128.51	187064.85
2023_226476	226476	1_4_894	56565010_1	56565010	220070.82	210468.21
2023_56560	56560	1_7_119644	56623090_1	56623090	239336.35	181781.71
2023_206693	206693	1_4_1178	56630390_1	56630390	206410.61	210563.2
2023_255431	255431	NA	56655890_1	56655890	229061.510724649	209049.316061031
2023_39178	39178	1_7_7763	56668242_1	56668242	250249.1	197024.45
2023_123469	123469	1_7_18084	56673238_1	56673238	178263.26	208667.4
2023_238506	238506	NA	56709994_1	56709994	224223.114485136	218788.183175278
2023_39400	39400	1_7_20163	56741362_1	56741362	246935.27	182831.94
2023_9545	9545	NA	56777665_1	56777665	74298.8736100981	204121.783549411
2023_216079	216079	1_4_508	56808594_1	56808594	240416.95	202476.62
2023_76252	76252	NA	56840534_1	56840534	183712.635437423	192599.927889282
2023_90118	90118	NA	56842798_1	56842798	194117.4880061	225479.62566412
2023_39271	39271	1_4_165	56846674_1	56846674	248683.11	190957.94
2023_249683	249683	1_4_1405	56854390_1	56854390	208598.58	203824.35
2023_255477	255477	NA	56865810_1	56865810	228637.51673416	205224.564313971
2023_255342	255342	1_4_440	56963602_1	56963602	228530.62	215741.67
2023_238651	238651	NA	56974098_1	56974098	224638.630268637	207356.577203559
2023_39155	39155	NA	56982610_1	56982610	250068.670516716	198954.328255072
2023_39492	39492	1_4_1806	57005298_1	57005298	242625.13	176350.23
2023_255375	255375	1_4_723	57007634_1	57007634	228547.61	213306.53
2023_221107	221107	1_7_19226	57023474_1	57023474	239857.39	180885.36
2023_238610	238610	NA	57024786_1	57024786	224675.156931486	211014.868112883
2023_123584	123584	1_4_445	57104118_1	57104118	188215.89	210240.01
2023_238523	238523	1_4_1114	57116946_1	57116946	223550	217426.68
2023_92049	92049	1_7_211285	57137462_1	57137462	192987.97	193212.96
2023_83575	83575	NA	57154286_1	57154286	202815.545530243	223920.231682974
2023_39456	39456	1_4_1842	57162226_1	57162226	244458.09	178588.38
2023_39109	39109	1_7_8885	57180578_1	57180578	251798.05	200758.08
2023_218839	218839	1_4_547	57197442_1	57197442	252502.96	159620.3
2023_124213	124213	1_7_31046	57284470_1	57284470	207684.8	204002.6
2023_123691	123691	1_7_29349	57341174_1	57341174	196864.4	215136.22
2023_79221	79221	NA	57398998_1	57398998	170395.782617088	207908.587925795
2023_111617	111617	NA	57408814_1	57408814	186918.49076627	232151.403482636
2023_241606	241606	NA	57477074_1	57477074	230264.276261102	199344.807044503
2023_224940	224940	NA	57534326_1	57534326	208273.426978492	205917.788500775
2023_39141	39141	NA	57539666_1	57539666	251303.758709794	199314.504976011
2023_143393	143393	NA	57541878_1	57541878	194955.375651191	216364.311529399
2023_203455	203455	1_7_1593	57547942_1	57547942	200606.18	184361.32
2023_123463	123463	NA	57656278_1	57656278	177978.885595758	209033.748538369
2023_39216	39216	NA	57704530_1	57704530	248410.797920845	195515.398497216
2023_238545	238545	1_4_782	57735442_1	57735442	223373.58	215698.41
2023_206731	206731	NA	57736310_1	57736310	209382.96882346	211608.191064889
2023_90385	90385	1_4_1642	57752990_1	57752990	179458.69	231764.61
2023_255427	255427	NA	57753618_1	57753618	229032.389057367	209397.625256849
2023_212350	212350	1_4_323	57828274_1	57828274	243118.85	161141.1
2023_143785	143785	1_7_50529	57833334_1	57833334	209096.18	204872.06
2023_50568	50568	NA	57884022_1	57884022	217152.039302948	212422.570021287
2023_39443	39443	1_4_1855	57985522_1	57985522	245431.9	178925.96
2023_39466	39466	1_4_1832	57997810_1	57997810	243559.6	178598.4
2023_103404	103404	NA	58001206_1	58001206	190284.776075509	196363.080243156
2023_238754	238754	NA	58015954_1	58015954	225616.090153818	198803.719633288
2023_259143	259143	NA	58166518_1	58166518	200703.14460694	215988.186521957
2023_39274	39274	NA	58206546_1	58206546	248528.92069435	190734.932431113
2023_238503	238503	NA	58217322_1	58217322	224450.778435232	218963.107324785
2023_39354	39354	1_4_248	58273266_1	58273266	244981.88	184087.83
2023_213837	213837	NA	58287954_1	58287954	241377.017240598	197048.314797224
2023_38431	38431	NA	58301686_1	58301686	199782.129613971	218210.90553126
2023_238759	238759	1_4_85	58343634_1	58343634	225609.71	198287.83
2023_216084	216084	NA	58356562_1	58356562	240063.980387324	202200.655077729
2023_103395	103395	NA	58363702_1	58363702	189786.745161042	196990.808898179
2023_123686	123686	1_7_29354	58455286_1	58455286	196405.78	214981.1
2023_39272	39272	1_4_166	58468690_1	58468690	248627.57	190874.87
2023_103403	103403	NA	58525494_1	58525494	190191.698680122	196395.464323026
2023_83581	83581	1_7_46209	58530542_1	58530542	202794.83	224522.51
2023_113036	113036	NA	58630390_1	58630390	195847.25697699	210770.18890127
2023_39073	39073	NA	58706402_1	58706402	252018.927636807	203172.118742902
2023_216180	216180	1_7_8074	58713570_1	58713570	252034.21	207141.43
2023_213844	213844	NA	58726226_1	58726226	240967.616361663	196862.897296837
2023_39444	39444	1_4_1854	58771954_1	58771954	245390.94	178835.28
2023_226454	226454	1_4_1075	58789138_1	58789138	221926.03	211487.61
2023_143997	143997	NA	58823894_1	58823894	173802.915807255	211120.816916081
2023_45965	45965	NA	58835830_1	58835830	209184.287381998	206409.708156492
2023_123027	123027	NA	58840502_1	58840502	206871.387308814	189295.538205027
2023_238750	238750	1_4_76	58851538_1	58851538	225709.72	199159.71
2023_123528	123528	NA	58886102_1	58886102	183297.370875501	208274.962627771
2023_40013	40013	NA	58938782_1	58938782	183954.418226363	233781.792769396
2023_123612	123612	NA	59004918_1	59004918	190578.680249061	211643.09080505
2023_123579	123579	1_7_18098	59016950_1	59016950	187811.91	210020.08
2023_144003	144003	NA	59020502_1	59020502	174314.820348816	211322.703258242
2023_39480	39480	1_4_1818	59083506_1	59083506	243342.71	177268.91
2023_5593	5593	NA	59115486_1	59115486	156441.125466812	225244.834742326
2023_218786	218786	1_4_1027	59133362_1	59133362	249106.94	161942.86
2023_39500	39500	1_4_1798	59167986_1	59167986	242245.46	175666.45
2023_241021	241021	NA	59262098_1	59262098	243126.361564214	205946.481650816
2023_255368	255368	NA	59268626_1	59268626	228577.397982035	213861.12913125
2023_231529	231529	NA	59287506_1	59287506	229396.431221154	200179.733804399
2023_221122	221122	NA	59291634_1	59291634	238685.79326502	181208.249941335
2023_144018	144018	NA	59299030_1	59299030	175361.84480067	211350.657604762
2023_259167	259167	1_4_1457	59308150_1	59308150	202343.91	217063.24
2023_39197	39197	NA	59318354_1	59318354	250123.209897203	195325.074866895
2023_230709	230709	1_4_647	59332562_1	59332562	227625.79	199193.12
2023_144042	144042	1_7_209213	59335894_1	59335894	177009.25	212345.62
2023_259166	259166	1_4_1456	59370742_1	59370742	202244.84	217089.76
2023_39260	39260	1_4_154	59418962_1	59418962	248281.48	191843.24
2023_252559	252559	1_4_715	59447798_1	59447798	202240.06	208428.26
2023_212393	212393	1_4_366	59468466_1	59468466	245649.59	160694.89
2023_238537	238537	NA	59504914_1	59504914	223107.206944836	216385.902572658
2023_252511	252511	NA	59505142_1	59505142	199132.075531486	207080.510472885
2023_5597	5597	NA	59508702_1	59508702	156768.082426936	225014.402347152
2023_39205	39205	NA	59514962_1	59514962	249371.750968249	195410.681279706
2023_245946	245946	1_7_48079	59638390_1	59638390	218438.7	205753.37
2023_218835	218835	1_4_35	59638658_1	59638658	252277.87	159880.08
2023_209493	209493	1_4_1487	59649490_1	59649490	229525.77	186585.64
2023_238530	238530	1_4_1120	59672850_1	59672850	223259.96	216943.25
2023_39190	39190	NA	59711570_1	59711570	250347.312116082	195918.903766718
2023_39450	39450	1_4_1848	59718130_1	59718130	244998.64	178407.06
2023_39222	39222	1_4_116	59752530_1	59752530	248408.97	194891.9
2023_224922	224922	NA	59778934_1	59778934	207029.611041576	205426.89909806
2023_194176	194176	1_7_168027	59833782_1	59833782	202654.07	191364.15
2023_39428	39428	NA	59845106_1	59845106	245662.635795105	180447.749002552
2023_39049	39049	1_4_977	59861474_1	59861474	253512.85	204554.62
2023_238532	238532	1_4_1122	59869458_1	59869458	223145.38	216809.33
2023_99524	99524	NA	59887734_1	59887734	202695.667687296	213732.223405225
2023_123526	123526	NA	59934678_1	59934678	183106.990402441	208336.234449857
2023_218765	218765	NA	60067250_1	60067250	247335.85456382	162171.712015194
2023_206683	206683	NA	60091254_1	60091254	205424.351707336	210326.95169418
2023_259148	259148	NA	60132598_1	60132598	200954.477663711	216214.585267942
2023_39165	39165	NA	60158034_1	60158034	250306.786945481	198084.059118798
2023_259154	259154	NA	60181750_1	60181750	201361.628457045	216488.464847208
2023_113039	113039	NA	60203254_1	60203254	196107.706145981	210851.263701177
2023_189550	189550	NA	60210438_1	60210438	165955.47939317	164513.822146462
