sample_id	polygon_id	grts_ranking	x	y	main_type	type	phab	sac	year_planned	description_orig	legacy_site	certain	location_id
1446226_6120	47029	1446226	247549.6	187918.1	29	45	100	1	1	100% 6120	0	1	1446226
14607698_6120	47036	14607698	245949.6	186702.1	29	45	100	1	7	100% 6120	0	1	14607698
14725202_6120	43578	14725202	250141.6	196974.1	29	45	100	1	7	100% 6120	0	1	14725202
14920690_6120	51014	14920690	243037.6	178094.1	29	45	20	1	7	70% gh; 20% 6120; 10% rbbsp	0	1	14920690
15130962_6120	47029	15130962	247453.6	187822.1	29	45	100	1	7	100% 6120	0	1	15130962
15412722_6120	48903	15412722	244765.6	184526.1	29	45	100	1	7	100% 6120	0	1	15412722
16001362_6120	47026	16001362	248413.6	190670.1	29	45	100	1	8	100% 6120	0	1	16001362
16126290_6120	47029	16126290	247453.6	188046.1	29	45	100	1	8	100% 6120	0	1	16126290
1615186_6120	47029	1615186	247229.6	187662.1	29	45	100	1	2	100% 6120	0	1	1615186
16940370_6120	46304	16940370	246237.6	193102.1	29	45	100	1	8	100% 6120	0	1	16940370
17017842_6120	51014	17017842	243069.6	177966.1	29	45	20	1	8	70% gh; 20% 6120; 10% rbbsp	0	1	17017842
17084498_6120	43578	17084498	250045.6	196942.1	29	45	100	1	8	100% 6120	0	1	17084498
17182194_6120	48903	17182194	244637.6	184750.1	29	45	100	1	8	100% 6120	0	1	17182194
17343826_6120	47029	17343826	247229.6	187854.1	29	45	100	1	8	100% 6120	0	1	17343826
17469778_6120	47060	17469778	247613.6	189646.1	29	45	100	1	8	100% 6120	0	1	17469778
1754450_6120	13056	1754450	246877.6	189742.1	29	45	100	0	3	100% 6120	0	1	1754450
1780210_6120	10554	1780210	245373.6	179758.1	29	45	100	0	3	100% 6120	0	1	1780210
18066418_6120	51014	18066418	243101.6	178126.1	29	45	20	1	8	70% gh; 20% 6120; 10% rbbsp	0	1	18066418
18131954_6120	51017	18131954	243069.6	178222.1	29	45	90	1	9	90% 6120; 10% rbbsp	0	1	18131954
18223442_6120	47029	18223442	247517.6	187886.1	29	45	100	1	9	100% 6120	0	1	18223442
18230770_6120	48903	18230770	244733.6	184622.1	29	45	100	1	9	100% 6120	0	1	18230770
18276690_6120	47029	18276690	247389.6	187790.1	29	45	100	1	9	100% 6120	0	1	18276690
18311506_6120	47027	18311506	248477.6	191022.1	29	45	100	1	9	100% 6120	0	1	18311506
18392402_6120	47029	18392402	247229.6	187630.1	29	45	100	1	9	100% 6120	0	1	18392402
18583890_6120	47035	18583890	247933.6	189742.1	29	45	100	1	9	100% 6120	0	1	18583890
188834_6120	10649	188834	251549.6	199246.1	29	45	100	0	1	100% 6120	0	1	188834
19114994_6120	51014	19114994	243037.6	178030.1	29	45	20	1	9	70% gh; 20% 6120; 10% rbbsp	0	1	19114994
19181650_6120	43578	19181650	250109.6	196974.1	29	45	100	1	9	100% 6120	0	1	19181650
19272018_6120	47029	19272018	247421.6	188046.1	29	45	100	1	10	100% 6120	0	1	19272018
19279346_6120	48903	19279346	244605.6	184782.1	29	45	100	1	10	100% 6120	0	1	19279346
19589458_6120	47024	19589458	248093.6	190702.1	29	45	100	1	10	100% 6120	0	1	19589458
19755090_6120	43578	19755090	250461.6	197230.1	29	45	100	1	10	100% 6120	0	1	19755090
19869170_6120	48903	19869170	244765.6	184558.1	29	45	100	1	10	100% 6120	0	1	19869170
20246610_6120	43578	20246610	250365.6	197198.1	29	45	100	1	10	100% 6120	0	1	20246610
20320594_6120	47029	20320594	247517.6	188014.1	29	45	100	1	10	100% 6120	0	1	20320594
20353362_6120	47061	20353362	247421.6	189614.1	29	45	100	1	10	100% 6120	0	1	20353362
20900178_6120	47024	20900178	248125.6	190638.1	29	45	100	1	11	100% 6120	0	1	20900178
21278802_6120	43578	21278802	250077.6	196942.1	29	45	100	1	11	100% 6120	0	1	21278802
21538130_6120	47029	21538130	247261.6	187758.1	29	45	100	1	11	100% 6120	0	1	21538130
2153874_6120	30808	2153874	251293.6	202414.1	29	45	100	0	4	100% 6120	0	1	2153874
21766226_6120	45430	21766226	249373.6	195502.1	29	45	100	1	11	100% 6120	0	1	21766226
21981522_6120	47048	21981522	248605.6	191246.1	29	45	100	1	11	100% 6120	0	1	21981522
22417746_6120	47029	22417746	247485.6	187982.1	29	45	100	1	11	100% 6120	0	1	22417746
22422866_6120	47036	22422866	245629.6	186862.1	29	45	100	1	11	100% 6120	0	1	22422866
22470994_6120	47029	22470994	247421.6	187854.1	29	45	100	1	11	100% 6120	0	1	22470994
22586706_6120	47029	22586706	247261.6	187662.1	29	45	100	1	11	100% 6120	0	1	22586706
22996306_6120	47036	22996306	245981.6	186670.1	29	45	100	1	12	100% 6120	0	1	22996306
2337778_6120	51014	2337778	243069.6	178030.1	29	45	20	1	2	70% gh; 20% 6120; 10% rbbsp	0	1	2337778
23473650_6120	48903	23473650	244605.6	184718.1	29	45	100	1	12	100% 6120	0	1	23473650
23728466_6120	47029	23728466	247613.6	188046.1	29	45	100	1	12	100% 6120	0	1	23728466
23783762_6120	47024	23783762	248157.6	190798.1	29	45	100	1	12	100% 6120	0	1	23783762
23949394_6120	43578	23949394	250493.6	197294.1	29	45	100	1	12	100% 6120	0	1	23949394
2404434_6120	43578	2404434	250109.6	197006.1	29	45	100	1	2	100% 6120	0	1	2404434
240626_6120	51014	240626	243037.6	177966.1	29	45	20	1	1	70% gh; 20% 6120; 10% rbbsp	0	1	240626
24514898_6120	47029	24514898	247485.6	188078.1	29	45	100	1	12	100% 6120	0	1	24514898
24568146_6120	47029	24568146	247357.6	187726.1	29	45	100	1	12	100% 6120	0	1	24568146
2502130_6120	48903	2502130	244605.6	184750.1	29	45	100	1	2	100% 6120	0	1	2502130
25471986_6120	51017	25471986	243101.6	178350.1	29	45	90	1	12	90% 6120; 10% rbbsp	0	1	25471986
25570802_6120	48903	25570802	244637.6	184718.1	29	45	100	1	12	100% 6120	0	1	25570802
2698738_6120	13617	2698738	244893.6	184206.1	29	45	100	0	4	100% 6120	0	1	2698738
2748498_6120	10637	2748498	249917.6	197870.1	29	45	100	0	4	100% 6120	0	1	2748498
2977874_6120	43578	2977874	250461.6	197262.1	29	45	100	1	2	100% 6120	0	1	2977874
3001842_6120	13444	3001842	247165.6	183086.1	29	45	100	0	5	100% 6120	0	1	3001842
3013714_6120	10649	3013714	251389.6	199342.1	29	45	100	0	5	100% 6120	0	1	3013714
3275858_6120	10649	3275858	250941.6	199502.1	29	45	100	0	5	100% 6120	0	1	3275858
3314002_6120	47028	3314002	247773.6	189710.1	29	45	100	1	2	100% 6120	0	1	3314002
332114_6120	31876	332114	247421.6	188494.1	29	45	100	0	1	100% 6120	0	1	332114
3469394_6120	43578	3469394	250333.6	197166.1	29	45	100	1	2	100% 6120	0	1	3469394
3472466_6120	10649	3472466	250717.6	199470.1	29	45	100	0	6	100% 6120	0	1	3472466
3476978_6120	13731	3476978	246397.6	182126.1	29	45	100	0	6	100% 6120	0	1	3476978
3489106_6120	10622	3489106	247293.6	193678.1	29	45	100	0	6	100% 6120	0	1	3489106
3543378_6120	47029	3543378	247517.6	188046.1	29	45	100	1	2	100% 6120	0	1	3543378
3576146_6120	47061	3576146	247389.6	189614.1	29	45	100	1	2	100% 6120	0	1	3576146
3860818_6120	47024	3860818	248189.6	190894.1	29	45	100	1	3	100% 6120	0	1	3860818
397650_6120	47029	397650	247421.6	187950.1	29	45	100	1	1	100% 6120	0	1	397650
404978_6120	48903	404978	244637.6	184782.1	29	45	100	1	1	100% 6120	0	1	404978
4121938_6120	13636	4121938	245789.6	186830.1	29	45	100	0	6	100% 6120	0	1	4121938
4122962_6120	47024	4122962	248125.6	190670.1	29	45	100	1	3	100% 6120	0	1	4122962
4180450_6120	30832	4180450	251965.6	203214.1	29	45	100	0	7	100% 6120	0	1	4180450
4231506_6120	13396	4231506	247933.6	189294.1	29	45	100	0	7	100% 6120	0	1	4231506
4377058_6120	30832	4377058	251869.6	203150.1	29	45	100	0	7	100% 6120	0	1	4377058
4501586_6120	43578	4501586	250109.6	196942.1	29	45	100	1	3	100% 6120	0	1	4501586
4760914_6120	47029	4760914	247293.6	187758.1	29	45	100	1	3	100% 6120	0	1	4760914
5035506_6120	13444	5035506	247357.6	183342.1	29	45	100	0	8	100% 6120	0	1	5035506
5249522_6120	19438	5249522	244541.6	181422.1	29	45	100	0	8	100% 6120,bos	0	0	5249522
5280082_6120	13396	5280082	247997.6	189326.1	29	45	100	0	8	100% 6120	0	1	5280082
5409250_6120	30832	5409250	252541.6	203374.1	29	45	100	0	9	100% 6120	0	1	5409250
5425634_6120	30832	5425634	251773.6	203054.1	29	45	100	0	9	100% 6120	0	1	5425634
5476690_6120	13396	5476690	247933.6	189646.1	29	45	100	0	9	100% 6120	0	1	5476690
5640530_6120	47029	5640530	247485.6	187950.1	29	45	100	1	3	100% 6120	0	1	5640530
5645650_6120	47036	5645650	245597.6	186862.1	29	45	100	1	3	100% 6120	0	1	5645650
566610_6120	47029	566610	247197.6	187822.1	29	45	100	1	1	100% 6120	0	1	566610
5694802_6120	47036	5694802	246109.6	186574.1	29	45	100	1	3	100% 6120	0	1	5694802
6000978_6120	47028	6000978	247869.6	189742.1	29	45	100	1	3	100% 6120	0	1	6000978
6122834_6120	10656	6122834	246813.6	191534.1	29	45	100	0	10	100% 6120	0	1	6122834
6372434_6120	10649	6372434	250365.6	199310.1	29	45	100	0	10	100% 6120	0	1	6372434
654418_6120	10649	654418	251261.6	199406.1	29	45	100	0	2	100% 6120	0	1	654418
6852946_6120	47035	6852946	247965.6	189134.1	29	45	100	1	3	100% 6120	0	1	6852946
6951250_6120	47029	6951250	247613.6	188014.1	29	45	100	1	4	100% 6120	0	1	6951250
7120210_6120	47029	7120210	247229.6	187598.1	29	45	100	1	4	100% 6120	0	1	7120210
7172178_6120	43578	7172178	250461.6	197294.1	29	45	100	1	4	100% 6120	0	1	7172178
7178722_6120	30832	7178722	253053.6	203470.1	29	45	100	0	10	100% 6120	0	1	7178722
7196146_6120	13444	7196146	247101.6	183054.1	29	45	100	0	11	100% 6120	0	1	7196146
7208018_6120	10649	7208018	251325.6	199374.1	29	45	100	0	11	100% 6120	0	1	7208018
7907826_6120	13731	7907826	245821.6	181422.1	29	45	100	0	11	100% 6120	0	1	7907826
8315298_6120	10649	8315298	251709.6	199150.1	29	45	100	0	12	100% 6120	0	1	8315298
8373586_6120	31894	8373586	247005.6	188942.1	29	45	100	0	12	100% 6120	0	1	8373586
8416594_6120	10656	8416594	246717.6	191598.1	29	45	100	0	12	100% 6120	0	1	8416594
8518738_6120	10649	8518738	251037.6	199502.1	29	45	100	0	12	100% 6120	0	1	8518738
8695890_6120	43578	8695890	250045.6	196878.1	29	45	100	1	4	100% 6120	0	1	8695890
8793586_6120	48903	8793586	244669.6	184718.1	29	45	100	1	4	100% 6120	0	1	8793586
8955218_6120	47029	8955218	247197.6	187790.1	29	45	100	1	4	100% 6120	0	1	8955218
968018_6120	13056	968018	246845.6	189582.1	29	45	100	0	2	100% 6120	0	1	968018
9834834_6120	47029	9834834	247453.6	187918.1	29	45	100	1	4	100% 6120	0	1	9834834
9842162_6120	48903	9842162	244637.6	184654.1	29	45	100	1	4	100% 6120	0	1	9842162
9888082_6120	47029	9888082	247325.6	187790.1	29	45	100	1	5	100% 6120	0	1	9888082
1329801_6230	46091	1329801	112029.6	193390.1	31	49	40	1	2	40% 6230; 40% 6410_ve; 20% gh	0	1	1329801
1470598_6230	48971	1470598	177981.6	184110.1	31	49	20	1	3	60% rbbsf; 20% 9120; 20% 6230	0	1	1470598
1530761_6230	46091	1530761	112157.6	193422.1	31	49	40	1	4	40% 6230; 40% 6410_ve; 20% gh	0	1	1530761
158854_6230	15183	158854	182493.6	182798.1	31	49	100	0	2	100% 6230,gh	0	0	158854
1646894_6230	34477	1646894	190589.6	228334.1	31	49	90	1	4	90% 6230,gh; 10% gh_ao	0	0	1646894
1887022_6230	35500	1887022	196989.6	229454.1	31	49	100	1	5	100% 6230	0	1	1887022
2016390_6230	50931	2016390	178173.6	177710.1	31	49	30	1	6	70% 4030; 30% 6230	0	1	2016390
2181769_6230	46091	2181769	112029.6	193550.1	31	49	40	1	7	40% 6230; 40% 6410_ve; 20% gh	0	1	2181769
2378377_6230	46091	2378377	112093.6	193294.1	31	49	40	1	8	40% 6230; 40% 6410_ve; 20% gh	0	1	2378377
2471214_6230	35411	2471214	188189.6	229582.1	31	49	100	1	8	100% 6230,gh	0	0	2471214
2579337_6230	46091	2579337	112189.6	193326.1	31	49	40	1	9	40% 6230; 40% 6410_ve; 20% gh	0	1	2579337
2695470_6230	34477	2695470	190685.6	228334.1	31	49	90	1	10	90% 6230,gh; 10% gh_ao	0	0	2695470
2750598_6230	50324	2750598	185853.6	180494.1	31	49	30	1	11	70% rbbmr; 30% 6230,6410	0	0	2750598
2957614_6230	34457	2957614	190717.6	228814.1	31	49	100	1	12	100% 6230,gh	0	0	2957614
2965638_6230	49773	2965638	177981.6	182254.1	31	49	30	1	12	70% gh; 30% 6230	0	1	2965638
315329_6230	10323	315329	78493.6	202478.1	31	49	100	0	3	100% 6230	0	1	315329
332786_6230	33365	332786	235901.6	183790.1	31	49	100	0	4	100% 6230,gh	0	0	332786
442742_6230	14832	442742	212669.6	213774.1	31	49	100	0	6	100% 6230,6410	0	0	442742
643009_6230	13983	643009	79229.6	202830.1	31	49	100	0	7	100% 6230	0	1	643009
704886_6230	14832	704886	212829.6	213838.1	31	49	100	0	8	100% 6230,6410	0	0	704886
812166_6230	50001	812166	180605.6	180590.1	31	49	100	1	1	100% 6230,bos	0	0	812166
898625_6230	7200	898625	80893.6	201838.1	31	49	30	0	10	60% gh; 30% 6230; 10% 6510_hu	0	1	898625
905153_6230	7041	905153	79069.6	203214.1	31	49	40	0	11	60% gh; 40% 6230	0	1	905153
911617_6230	4645	911617	66397.6	206190.1	31	49	30	0	12	70% gh; 30% 6230	0	1	911617
1046098_6230_ha	46742	1046098	239229.6	186670.1	31	50	30	1	5	40% gh; 30% 6230_ha; 30% 6230_hn	0	1	1046098
1107666_6230_ha	46820	1107666	224061.6	189806.1	31	50	100	1	5	100% 6230_ha	0	1	1107666
116950_6230_ha	37752	116950	176893.6	217390.1	31	50	80	1	1	80% 6230_ha; 10% 6230_hn; 10% 2330_dw	0	1	116950
1195526_6230_ha	54134	1195526	158813.6	166030.1	31	50	20	1	5	80% gh; 20% 6230_ha	0	1	1195526
1216210_6230_ha	12262	1216210	223965.6	192046.1	31	50	60	0	3	60% 6230_ha; 40% 4030	0	1	1216210
1231542_6230_ha	5683	1231542	214685.6	190606.1	31	50	20	0	4	60% gh; 20% 6230_ha; 20% rbbhc	0	1	1231542
1249582_6230_ha	34529	1249582	191101.6	230446.1	31	50	100	1	5	100% 6230_ha; 0% 4030	0	1	1249582
1255122_6230_ha	46820	1255122	223229.6	189806.1	31	50	100	1	5	100% 6230_ha	0	1	1255122
1269458_6230_ha	46820	1269458	224125.6	189998.1	31	50	100	1	5	100% 6230_ha	0	1	1269458
1381510_6230_ha	50457	1381510	179613.6	181710.1	31	50	40	1	5	40% 6230_ha; 30% 9120_qb; 30% 4030	0	1	1381510
141010_6230_ha	46820	141010	223741.6	189870.1	31	50	100	1	1	100% 6230_ha	0	1	141010
1448238_6230_ha	34513	1448238	191517.6	231726.1	31	50	100	1	6	100% 6230_ha	0	1	1448238
1464626_6230_ha	49440	1464626	224733.6	181838.1	31	50	30	1	6	60% gh; 30% 6230_ha; 5% 6230_hn; 5% 6230_hmo	0	1	1464626
1474694_6230_ha	7668	1474694	179389.6	183470.1	31	50	30	0	4	70% 6510_hu; 30% 6230_ha	0	1	1474694
1480198_6230_ha	32912	1480198	154557.6	162126.1	31	50	100	0	4	100% 6230_ha	0	1	1480198
1531602_6230_ha	46820	1531602	223933.6	190190.1	31	50	100	1	6	100% 6230_ha	0	1	1531602
1546542_6230_ha	34546	1546542	191677.6	231982.1	31	50	80	1	6	80% 6230_ha; 20% 4030	0	1	1546542
1563270_6230_ha	10170	1563270	174013.6	171886.1	31	50	20	0	4	60% gh; 20% rbbsp; 20% 6230_ha	0	1	1563270
1593478_6230_ha	50455	1593478	180061.6	182158.1	31	50	70	1	6	70% 6230_ha; 30% 4030	0	1	1593478
1631954_6230_ha	46820	1631954	223805.6	189870.1	31	50	100	1	6	100% 6230_ha	0	1	1631954
1634546_6230_ha	4794	1634546	237021.6	174606.1	31	50	20	0	5	80% gh; 20% 6230_ha	0	1	1634546
1703174_6230_ha	4802	1703174	166717.6	163886.1	31	50	20	0	5	60% gh; 20% 6230_ha; 10% 6510_hu; 10% rbbsp	0	1	1703174
1711014_6230_ha	50423	1711014	190141.6	182094.1	31	50	30	1	6	40% 6230_hmo; 30% 6230_ha; 30% 6510_hu	0	1	1711014
1713874_6230_ha	46820	1713874	223261.6	189838.1	31	50	100	1	6	100% 6230_ha	0	1	1713874
1719814_6230_ha	54134	1719814	159133.6	165966.1	31	50	20	1	6	80% gh; 20% 6230_ha	0	1	1719814
1793746_6230_ha	46820	1793746	223837.6	190030.1	31	50	100	1	7	100% 6230_ha	0	1	1793746
1802206_6230_ha	36263	1802206	160189.6	225646.1	31	50	100	1	7	100% 6230_ha	0	1	1802206
1826514_6230_ha	46820	1826514	223581.6	190126.1	31	50	100	1	7	100% 6230_ha	0	1	1826514
1859078_6230_ha	54070	1859078	160573.6	166862.1	31	50	20	1	7	80% gh; 20% 6230_ha	0	1	1859078
187014_6230_ha	10170	187014	173981.6	172078.1	31	50	20	0	1	60% gh; 20% rbbsp; 20% 6230_ha	0	1	187014
1898142_6230_ha	36883	1898142	180221.6	223278.1	31	50	100	1	7	100% 6230_ha	0	1	1898142
1944110_6230_ha	36364	1944110	195325.6	223950.1	31	50	100	1	7	100% 6230_ha	0	1	1944110
1951958_6230_ha	37791	1951958	176989.6	217294.1	31	50	95	1	7	95% 6230_ha; 5% 2330_dw	0	1	1951958
2002502_6230_ha	13102	2002502	174973.6	168494.1	31	50	70	0	5	70% 6230_ha; 30% 4030	0	1	2002502
201006_6230_ha	34529	201006	191165.6	230382.1	31	50	100	1	1	100% 6230_ha; 0% 4030	0	1	201006
2016242_6230_ha	49253	2016242	238813.6	183054.1	31	50	40	1	7	55% gh; 40% 6230_ha; 5% 4030	0	1	2016242
2025526_6230_ha	5601	2025526	199325.6	190574.1	31	50	30	0	6	70% gh; 30% 6230_ha	0	1	2025526
2042414_6230_ha	36364	2042414	194909.6	223470.1	31	50	100	1	8	100% 6230_ha	0	1	2042414
2070830_6230_ha	34549	2070830	191997.6	232046.1	31	50	100	1	8	100% 6230_ha	0	1	2070830
207406_6230_ha	36364	207406	194877.6	223438.1	31	50	100	1	1	100% 6230_ha	0	1	207406
2080902_6230_ha	50464	2080902	179613.6	181838.1	31	50	80	1	8	80% 6230_ha; 20% 4030	0	1	2080902
2088658_6230_ha	46820	2088658	223453.6	189998.1	31	50	100	1	8	100% 6230_ha	0	1	2088658
2103598_6230_ha	34516	2103598	191165.6	231758.1	31	50	100	1	8	100% 6230_ha	0	1	2103598
2133734_6230_ha	13230	2133734	216957.6	185550.1	31	50	70	0	6	70% 6230_ha; 30% 6230_hmo	0	1	2133734
2135094_6230_ha	24098	2135094	195581.6	186062.1	31	50	100	0	6	100% 6230_ha	0	1	2135094
2156242_6230_ha	46820	2156242	224221.6	189838.1	31	50	100	1	8	100% 6230_ha	0	1	2156242
2168018_6230_ha	40648	2168018	219421.6	197166.1	31	50	100	1	8	100% 6230_ha	0	1	2168018
2186758_6230_ha	54070	2186758	160381.6	166990.1	31	50	20	1	8	80% gh; 20% 6230_ha	0	1	2186758
2193710_6230_ha	4254	2193710	192445.6	231342.1	31	50	20	0	7	70% 4030; 20% 6230_ha; 10% gh	0	1	2193710
220882_6230_ha	46820	220882	224157.6	190094.1	31	50	100	1	1	100% 6230_ha	0	1	220882
2235558_6230_ha	48798	2235558	200701.6	184622.1	31	50	20	1	9	80% rbbkam; 20% 6230_ha	0	1	2235558
2238162_6230_ha	46820	2238162	223549.6	189806.1	31	50	100	1	9	100% 6230_ha	0	1	2238162
2238470_6230_ha	10766	2238470	168765.6	160526.1	31	50	30	0	7	70% 4030; 30% 6230_ha	0	1	2238470
2265330_6230_ha	4824	2265330	237149.6	174574.1	31	50	30	0	7	70% gh; 30% 6230_ha; 0% rbbsp	0	1	2265330
2318034_6230_ha	46820	2318034	224253.6	190030.1	31	50	100	1	9	100% 6230_ha	0	1	2318034
2340910_6230_ha	1241	2340910	189085.6	226478.1	31	50	30	0	8	70% gh; 30% 6230_ha	0	1	2340910
2349702_6230_ha	10170	2349702	173981.6	171662.1	31	50	20	0	8	60% gh; 20% rbbsp; 20% 6230_ha	0	1	2349702
2379910_6230_ha	50459	2379910	179773.6	181870.1	31	50	60	1	9	60% 6230_ha; 20% 4030; 20% gh_ha	0	1	2379910
244358_6230_ha	10170	244358	174301.6	171246.1	31	50	20	0	1	60% gh; 20% rbbsp; 20% 6230_ha	0	1	244358
245894_6230_ha	50456	245894	179357.6	181806.1	31	50	70	1	2	70% 6230_ha; 30% 4030	0	1	245894
2461998_6230_ha	34508	2461998	190845.6	230830.1	31	50	100	1	9	100% 6230_ha	0	1	2461998
2478470_6230_ha	12600	2478470	183037.6	177422.1	31	50	100	0	8	100% 6230_ha	0	1	2478470
2480774_6230_ha	10170	2480774	174109.6	171694.1	31	50	20	0	8	60% gh; 20% rbbsp; 20% 6230_ha	0	1	2480774
251182_6230_ha	1241	251182	188893.6	226862.1	31	50	30	0	1	70% gh; 30% 6230_ha	0	1	251182
2513202_6230_ha	49440	2513202	224733.6	181902.1	31	50	30	1	9	60% gh; 30% 6230_ha; 5% 6230_hn; 5% 6230_hmo	0	1	2513202
2530822_6230_ha	54134	2530822	159677.6	166478.1	31	50	20	1	9	80% gh; 20% 6230_ha	0	1	2530822
2562350_6230_ha	34515	2562350	191005.6	230926.1	31	50	100	1	9	100% 6230_ha	0	1	2562350
2594374_6230_ha	19594	2594374	172157.6	167662.1	31	50	20	0	9	80% 4030; 20% 6230_ha	0	1	2594374
2594438_6230_ha	12311	2594438	175037.6	177326.1	31	50	80	0	9	80% 6230_ha; 10% 4030; 10% gh	0	1	2594438
2611846_6230_ha	10170	2611846	173917.6	171854.1	31	50	20	0	9	60% gh; 20% rbbsp; 20% 6230_ha	0	1	2611846
2642054_6230_ha	50455	2642054	180093.6	182062.1	31	50	70	1	10	70% 6230_ha; 30% 4030	0	1	2642054
2680530_6230_ha	46820	2680530	223997.6	189742.1	31	50	100	1	10	100% 6230_ha	0	1	2680530
2738390_6230_ha	37752	2738390	176669.6	217198.1	31	50	80	1	10	80% 6230_ha; 10% 6230_hn; 10% 2330_dw	0	1	2738390
2751750_6230_ha	4802	2751750	166909.6	164014.1	31	50	20	0	10	60% gh; 20% 6230_ha; 10% 6510_hu; 10% rbbsp	0	1	2751750
2762450_6230_ha	46820	2762450	223485.6	189806.1	31	50	100	1	10	100% 6230_ha	0	1	2762450
2768390_6230_ha	54134	2768390	159229.6	166030.1	31	50	20	1	10	80% gh; 20% 6230_ha	0	1	2768390
2828846_6230_ha	36364	2828846	194749.6	223310.1	31	50	100	1	10	100% 6230_ha	0	1	2828846
2842322_6230_ha	46820	2842322	223901.6	190062.1	31	50	100	1	10	100% 6230_ha	0	1	2842322
2850782_6230_ha	36263	2850782	160125.6	225550.1	31	50	100	1	10	100% 6230_ha	0	1	2850782
2875090_6230_ha	46820	2875090	223613.6	189934.1	31	50	100	1	11	100% 6230_ha	0	1	2875090
2899462_6230_ha	54134	2899462	158845.6	165710.1	31	50	20	1	11	80% gh; 20% 6230_ha	0	1	2899462
2940982_6230_ha	45827	2940982	194173.6	191598.1	31	50	60	1	11	60% 6230_ha; 20% gh; 20% 3130	0	1	2940982
2950130_6230_ha	49227	2950130	237533.6	183502.1	31	50	70	1	11	70% 6230_ha; 30% gh	0	1	2950130
2972806_6230_ha	12834	2972806	184253.6	182318.1	31	50	70	0	10	70% 6230_ha; 30% rbbsg	0	1	2972806
300649_6230_ha	38672	300649	129117.6	214958.1	31	50	70	1	2	70% 6230_ha; 30% 6230_hmo	0	1	300649
3090990_6230_ha	36364	3090990	194973.6	223630.1	31	50	100	1	11	100% 6230_ha	0	1	3090990
3119406_6230_ha	34514	3119406	191965.6	231918.1	31	50	100	1	11	100% 6230_ha	0	1	3119406
3129478_6230_ha	50474	3129478	179549.6	181806.1	31	50	80	1	11	80% 6230_ha; 20% 4030	0	1	3129478
3137234_6230_ha	46820	3137234	223325.6	189966.1	31	50	100	1	11	100% 6230_ha	0	1	3137234
315694_6230_ha	34530	315694	190269.6	229422.1	31	50	50	1	2	50% 6230_ha; 50% gh	0	1	315694
3204818_6230_ha	46820	3204818	224061.6	189742.1	31	50	100	1	12	100% 6230_ha	0	1	3204818
3206738_6230_ha	33253	3206738	238205.6	187534.1	31	50	30	0	10	40% gh; 30% 6230_ha; 30% 6230_hn	0	1	3206738
3210502_6230_ha	4802	3210502	167037.6	164046.1	31	50	20	0	11	60% gh; 20% 6230_ha; 10% 6510_hu; 10% rbbsp	0	1	3210502
323154_6230_ha	33253	323154	238365.6	187374.1	31	50	30	0	2	40% gh; 30% 6230_ha; 30% 6230_hn	0	1	323154
3273046_6230_ha	46455	3273046	184221.6	190734.1	31	50	30	1	12	40% 4030; 30% 6230_ha; 25% 6230_hmo; 3% 4010; 2% 3130_aom	0	1	3273046
3286738_6230_ha	46820	3286738	223581.6	189774.1	31	50	100	1	12	100% 6230_ha	0	1	3286738
3292678_6230_ha	54134	3292678	158781.6	165934.1	31	50	20	1	12	80% gh; 20% 6230_ha	0	1	3292678
3313906_6230_ha	4824	3313906	237277.6	174670.1	31	50	30	0	11	70% gh; 30% 6230_ha; 0% rbbsp	0	1	3313906
3332742_6230_ha	10170	3332742	173885.6	172046.1	31	50	20	0	11	60% gh; 20% rbbsp; 20% 6230_ha	0	1	3332742
3366610_6230_ha	46820	3366610	224125.6	190062.1	31	50	100	1	12	100% 6230_ha	0	1	3366610
3390086_6230_ha	10170	3390086	174301.6	171374.1	31	50	20	0	12	60% gh; 20% rbbsp; 20% 6230_ha	0	1	3390086
3398278_6230_ha	10170	3398278	173885.6	171662.1	31	50	20	0	12	60% gh; 20% rbbsp; 20% 6230_ha	0	1	3398278
3458233_6230_ha	32186	3458233	141661.6	154574.1	31	50	100	0	12	100% 6230_ha	0	1	3458233
3478662_6230_ha	50457	3478662	179517.6	181710.1	31	50	40	1	12	40% 6230_ha; 30% 9120_qb; 30% 4030	0	1	3478662
3504430_6230_ha	34467	3504430	192253.6	231342.1	31	50	20	1	12	70% 4030; 20% 6230_ha; 10% gh	0	1	3504430
3524822_6230_ha	37752	3524822	176925.6	217326.1	31	50	80	1	12	80% 6230_ha; 10% 6230_hn; 10% 2330_dw	0	1	3524822
3534418_6230_ha	46742	3534418	238717.6	187022.1	31	50	30	1	12	40% gh; 30% 6230_ha; 30% 6230_hn	0	1	3534418
3571846_6230_ha	21610	3571846	179261.6	183438.1	31	50	20	0	12	60% rbbsg; 20% 6230_ha; 20% gh	0	1	3571846
379094_6230_ha	37752	379094	177085.6	217486.1	31	50	80	1	2	80% 6230_ha; 10% 6230_hn; 10% 2330_dw	0	1	379094
404473_6230_ha	4528	404473	128317.6	176654.1	31	50	100	0	2	100% 6230_ha	0	1	404473
480306_6230_ha	51666	480306	221341.6	175374.1	31	50	40	1	2	40% 6230_ha; 30% 6230_hn; 30% 6410_mo; 0% rbbsp	0	1	480306
514694_6230_ha	10170	514694	174013.6	171790.1	31	50	20	0	2	60% gh; 20% rbbsp; 20% 6230_ha	0	1	514694
530734_6230_ha	34516	530734	191421.6	231822.1	31	50	100	1	2	100% 6230_ha	0	1	530734
