sample_id	polygon_id	grts_ranking	x	y	main_type	type	phab	sac	year_planned	description_orig	legacy_site	certain	location_id
24080177_2170	BWK606	24080177	32509.6	202990.1	11	18	40	1	12	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160	0	1	24080177
24112945_2170	BWK607	24112945	32733.6	203662.1	11	18	55	1	12	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120	0	1	24112945
24129073_2170	BWK425	24129073	30173.6	202926.1	11	18	20	1	12	70% 2160; 20% 2170; 10% 2130_hd	0	1	24129073
24148145_2170	BWK454	24148145	29885.6	202030.1	11	18	50	1	12	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120	0	1	24148145
24198961_2170	BWK428	24198961	30429.6	202382.1	11	18	20	1	12	80% 2160; 20% 2170	0	1	24198961
24260145_2170	BWK459	24260145	29949.6	202478.1	11	18	50	1	12	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120	0	1	24260145
24297265_2170	BWK606	24297265	32189.6	202734.1	11	18	40	1	12	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160	0	1	24297265
24319153_2170	PINK413	24319153	23837.6	199630.1	11	18	100	1	12	NA	0	1	24319153
24375089_2170	BWK606	24375089	32317.6	203342.1	11	18	40	1	12	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160	0	1	24375089
24395569_2170	BWK425	24395569	30269.6	202926.1	11	18	20	1	12	70% 2160; 20% 2170; 10% 2130_hd	0	1	24395569
2441009_2170	BWK415	2441009	30397.6	202574.1	11	18	20	1	12	80% 2160; 20% 2170	0	1	2441009
24410289_2170	BWK438	24410289	30045.6	202094.1	11	18	15	1	12	80% 2160; 15% 2170; 5% 2130_hd	0	1	24410289
24516529_2170	BWK610	24516529	30237.6	201934.1	11	18	15	1	12	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120	0	1	24516529
24522289_2170	BWK454	24522289	29725.6	202350.1	11	18	50	1	12	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120	0	1	24522289
24614065_2170	PINK381	24614065	23325.6	199118.1	11	18	100	1	12	NA	0	1	24614065
24672433_2170	BWK610	24672433	30205.6	201838.1	11	18	15	1	12	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120	0	1	24672433
PINK_dp_05	BWK419	10104369	30045.6	202414.1	11	18	20	1	1	75% 2160; 20% 2170; 5% 2130_hd	1	1	10104369_reloc2
PINK_pd_02	BWK606	10186545	32541.6	203182.1	11	18	40	1	1	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160	1	1	10186545_reloc2
PINK_ty_13	BWK607	11530033	32701.6	203694.1	11	18	55	1	1	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120	1	1	11530033_reloc1
PINK_ty_19	BWK607	10415921	32829.6	203758.1	11	18	55	1	1	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120	1	1	10415921_reloc2
PINK_wn_05	PINK381	10818737	23517.6	199310.1	11	18	100	1	1	NA	1	1	10818737_reloc1
PINK_wn_17	PINK381	13964465	23421.6	199278.1	11	18	100	1	4	NA	1	1	13964465_reloc1
PINK_wn_20	PINK381	12915889	23357.6	199246.1	11	18	100	1	3	NA	1	1	12915889_reloc1
PINK_wn_21	PINK381	1381553	23357.6	199374.1	11	18	100	1	3	NA	1	1	1381553_reloc1
PINK_wn_27	PINK420	11736241	23901.6	199566.1	11	18	100	1	2	NA	1	1	11736241_reloc1
PINK_wo_01	PINK335	12330161	24477.6	199022.1	11	18	100	1	2	NA	1	1	12330161_reloc1
PINK_wz_11	PINK62	13456561	22749.6	199086.1	11	18	100	1	3	NA	1	1	13456561_reloc1
10043445_2180	BWK1742	10043445	77949.6	226638.1	12	19	100	1	1	100% 2180	0	1	10043445
10152049_2180	PINK235	10152049	53597.6	216238.1	12	19	100	1	1	NA	0	1	10152049
10255669_2180	BWK1290	10255669	78653.6	228334.1	12	19	100	1	1	100% 2180	0	1	10255669
10281137_2180	BWK9	10281137	24253.6	196142.1	12	19	100	1	2	100% 2180	0	1	10281137
10284341_2180	BWK1236	10284341	76797.6	227982.1	12	19	70	1	2	70% 2180; 30% 2160	0	1	10284341
1036465_2180	BWK27	1036465	23933.6	196078.1	12	19	70	1	2	70% 2180; 30% gh	0	1	1036465
10375221_2180	BWK1697	10375221	76445.6	226478.1	12	19	20	1	2	80% gh; 20% 2180	0	1	10375221
10379441_2180	BWK24	10379441	25757.6	197006.1	12	19	100	1	2	100% 2180	0	1	10379441
10414257_2180	PINK653	10414257	27773.6	199822.1	12	19	100	1	2	NA	0	1	10414257
10431797_2180	BWK1714	10431797	76445.6	226990.1	12	19	20	0	3	80% gh; 20% 2180	0	1	10431797
10497333_2180	BWK1718	10497333	76925.6	226862.1	12	19	100	1	2	100% 2180	0	1	10497333
10527921_2180	PINK577	10527921	25533.6	199022.1	12	19	100	1	2	NA	0	1	10527921
1060149_2180	BWK1680	1060149	76989.6	226798.1	12	19	100	1	3	100% 2180	0	1	1060149
10633269_2180	BWK1728	10633269	77661.6	225998.1	12	19	100	1	3	100% 2180	0	1	10633269
10702901_2180	BWK1680	10702901	76925.6	226638.1	12	19	100	1	3	100% 2180	0	1	10702901
10740913_2180	PINK577	10740913	25501.6	199342.1	12	19	100	1	3	NA	0	1	10740913
107697_2180	PINK577	107697	25885.6	198830.1	12	19	100	1	3	NA	0	1	107697
10812725_2180	BWK1292	10812725	77341.6	227950.1	12	19	25	1	3	60% 2160; 25% 2180; 15% 2190	0	1	10812725
10845493_2180	BWK1355	10845493	78685.6	228174.1	12	19	100	1	3	100% 2180	0	1	10845493
10855601_2180	PINK577	10855601	25629.6	199118.1	12	19	100	1	3	NA	0	1	10855601
10871985_2180	PINK535	10871985	25853.6	199566.1	12	19	100	1	3	NA	0	1	10871985
108721_2180	PINK625	108721	26717.6	199566.1	12	19	100	1	3	NA	0	1	108721
10899509_2180	BWK1718	10899509	76669.6	226734.1	12	19	100	1	3	100% 2180	0	1	10899509
1090737_2180	PINK577	1090737	25437.6	198926.1	12	19	100	1	4	NA	0	1	1090737
10936497_2180	BWK10	10936497	24765.6	196878.1	12	19	100	1	4	100% 2180	0	1	10936497
10943797_2180	BWK1377	10943797	77885.6	227982.1	12	19	100	1	4	100% 2180	0	1	10943797
10953905_2180	PINK652	10953905	24925.6	198478.1	12	19	100	1	4	NA	0	1	10953905
10956085_2180	BWK1718	10956085	76669.6	226798.1	12	19	100	1	4	100% 2180	0	1	10956085
1097013_2180	BWK1381	1097013	78813.6	227790.1	12	19	100	1	4	100% 2180	0	1	1097013
10970289_2180	PINK577	10970289	24733.6	199246.1	12	19	100	1	4	NA	0	1	10970289
10997937_2180	BWK27	10997937	23869.6	196430.1	12	19	70	1	4	70% 2180; 30% gh	0	1	10997937
11003057_2180	PINK577	11003057	25309.6	199374.1	12	19	100	1	4	NA	0	1	11003057
11052209_2180	PINK577	11052209	25533.6	198862.1	12	19	100	1	4	NA	0	1	11052209
11102385_2180	PINK535	11102385	26365.6	199118.1	12	19	100	1	4	NA	0	1	11102385
11117745_2180	PINK535	11117745	26045.6	199118.1	12	19	100	1	4	NA	0	1	11117745
11129009_2180	BWK27	11129009	23485.6	196206.1	12	19	70	1	4	70% 2180; 30% gh	0	1	11129009
1113397_2180	BWK1253	1113397	77693.6	228078.1	12	19	100	1	5	100% 2180	0	1	1113397
11134129_2180	PINK535	11134129	26109.6	199342.1	12	19	100	1	5	NA	0	1	11134129
11184305_2180	PINK272	11184305	26845.6	200014.1	12	19	100	0	6	NA	0	1	11184305
11232433_2180	PINK577	11232433	24989.6	199182.1	12	19	100	1	5	NA	0	1	11232433
11238709_2180	BWK1263	11238709	78909.6	228174.1	12	19	100	1	5	100% 2180	0	1	11238709
11260081_2180	BWK27	11260081	23741.6	196462.1	12	19	70	1	5	70% 2180; 30% gh	0	1	11260081
11262645_2180	BWK1225	11262645	65885.6	224462.1	12	19	70	1	5	70% 2180; 20% 2190; 10% 2160	0	1	11262645
11265201_2180	PINK577	11265201	25181.6	199406.1	12	19	100	1	5	NA	0	1	11265201
11379889_2180	PINK577	11379889	25629.6	198862.1	12	19	100	1	5	NA	0	1	11379889
11382577_2180	BWK619	11382577	33501.6	203374.1	12	19	100	1	5	100% 2180	0	1	11382577
11413557_2180	BWK1632	11413557	73341.6	226606.1	12	19	100	0	9	100% 2180	0	1	11413557
11423797_2180	BWK1697	11423797	76509.6	226382.1	12	19	20	1	5	80% gh; 20% 2180	0	1	11423797
11441153_2180	BWK1043	11441153	55645.6	218414.1	12	19	100	1	5	100% 2180	0	1	11441153
11462833_2180	PINK682	11462833	27869.6	199726.1	12	19	100	1	5	NA	0	1	11462833
11511985_2180	PINK631	11511985	26301.6	199694.1	12	19	100	0	12	NA	0	1	11511985
11527345_2180	PINK577	11527345	25437.6	199502.1	12	19	100	1	6	NA	0	1	11527345
11571253_2180	BWK1702	11571253	76189.6	226478.1	12	19	30	1	6	70% gh; 30% 2180	0	1	11571253
1157297_2180	PINK565	1157297	26877.6	199438.1	12	19	100	1	6	NA	0	1	1157297
11573_2180	BWK1718	11573	76829.6	226990.1	12	19	100	1	6	100% 2180	0	1	11573
11576497_2180	PINK577	11576497	25565.6	198958.1	12	19	100	1	6	NA	0	1	11576497
1158961_2180	BWK619	1158961	33725.6	203342.1	12	19	100	1	6	100% 2180	0	1	1158961
11642033_2180	PINK577	11642033	26045.6	198798.1	12	19	100	1	6	NA	0	1	11642033
11642293_2180	BWK1082	11642293	56221.6	218766.1	12	19	60	1	6	60% 2180; 35% gh; 5% 2190	0	1	11642293
11658417_2180	PINK577	11658417	25693.6	199214.1	12	19	100	1	6	NA	0	1	11658417
11677489_2180	BWK681	11677489	33757.6	202894.1	12	19	100	1	6	100% 2180	0	1	11677489
1172657_2180	PINK535	1172657	25757.6	199278.1	12	19	100	1	7	NA	0	1	1172657
11751477_2180	BWK1718	11751477	76861.6	226670.1	12	19	100	1	7	100% 2180	0	1	11751477
11789489_2180	PINK577	11789489	25469.6	199182.1	12	19	100	1	7	NA	0	1	11789489
11808561_2180	BWK681	11808561	33853.6	202926.1	12	19	100	1	7	100% 2180	0	1	11808561
11817137_2180	PINK208	11817137	24029.6	198094.1	12	19	100	1	7	NA	0	1	11817137
11838641_2180	PINK577	11838641	25277.6	199086.1	12	19	100	1	7	NA	0	1	11838641
11878453_2180	BWK1726	11878453	77853.6	226318.1	12	19	100	1	7	100% 2180	0	1	11878453
11894069_2180	BWK1290	11894069	78621.6	228238.1	12	19	100	1	7	100% 2180	0	1	11894069
11904177_2180	PINK577	11904177	25821.6	198990.1	12	19	100	1	7	NA	0	1	11904177
11948085_2180	BWK1643	11948085	76765.6	226574.1	12	19	100	1	7	100% 2180	0	1	11948085
11983025_2180	PINK272	11983025	26653.6	200238.1	12	19	100	1	7	NA	0	1	11983025
12009525_2180	BWK1726	12009525	77757.6	226318.1	12	19	100	1	7	100% 2180	0	1	12009525
12018865_2180	PINK577	12018865	24637.6	199246.1	12	19	100	1	8	NA	0	1	12018865
12046513_2180	BWK27	12046513	23837.6	196494.1	12	19	70	1	8	70% 2180; 30% gh	0	1	12046513
12051633_2180	PINK577	12051633	25309.6	199214.1	12	19	100	1	8	NA	0	1	12051633
12100785_2180	PINK577	12100785	25437.6	198638.1	12	19	100	1	8	NA	0	1	12100785
12116145_2180	BWK27	12116145	24093.6	196398.1	12	19	70	1	8	70% 2180; 30% gh	0	1	12116145
12166321_2180	PINK577	12166321	25949.6	198926.1	12	19	100	1	8	NA	0	1	12166321
12182705_2180	PINK535	12182705	25917.6	199278.1	12	19	100	1	8	NA	0	1	12182705
12205365_2180	BWK1680	12205365	77341.6	226958.1	12	19	100	1	8	100% 2180	0	1	12205365
12247217_2180	BWK10	12247217	24861.6	196846.1	12	19	100	1	8	100% 2180	0	1	12247217
12249265_2180	PINK680	12249265	27837.6	199982.1	12	19	100	1	8	NA	0	1	12249265
12270901_2180	BWK1280	12270901	77853.6	227726.1	12	19	90	1	8	90% 2180; 10% 2160	0	1	12270901
12281009_2180	PINK577	12281009	24893.6	199150.1	12	19	100	1	8	NA	0	1	12281009
12281269_2180	BWK1048	12281269	55709.6	218638.1	12	19	100	1	8	100% 2180	0	1	12281269
12287285_2180	BWK1589	12287285	79069.6	228142.1	12	19	100	1	8	100% 2180	0	1	12287285
12308657_2180	BWK27	12308657	23805.6	196398.1	12	19	70	1	9	70% 2180; 30% gh	0	1	12308657
12363953_2180	PINK631	12363953	26461.6	199406.1	12	19	100	1	9	NA	0	1	12363953
12401973_2180	BWK1321	12401973	77341.6	227758.1	12	19	20	1	9	80% 2160; 20% 2180	0	1	12401973
12463413_2180	BWK1242	12463413	77117.6	227790.1	12	19	75	1	9	75% 2180; 25% 2160	0	1	12463413
12494001_2180	PINK577	12494001	25341.6	198510.1	12	19	100	1	9	NA	0	1	12494001
12516661_2180	BWK1268	12516661	78205.6	227982.1	12	19	100	1	9	100% 2180	0	1	12516661
12526769_2180	PINK90	12526769	24605.6	198446.1	12	19	100	1	9	NA	0	1	12526769
12575921_2180	PINK535	12575921	25597.6	199470.1	12	19	100	1	9	NA	0	1	12575921
12594485_2180	BWK1718	12594485	76829.6	226926.1	12	19	100	1	9	100% 2180	0	1	12594485
12619829_2180	BWK1702	12619829	76093.6	226382.1	12	19	30	1	9	70% gh; 30% 2180	0	1	12619829
12624049_2180	BWK24	12624049	25725.6	197102.1	12	19	100	1	9	100% 2180	0	1	12624049
12625073_2180	PINK577	12625073	25469.6	199022.1	12	19	100	1	9	NA	0	1	12625073
12637185_2180	BWK1054	12637185	56029.6	218542.1	12	19	100	1	9	100% 2180	0	1	12637185
1265717_2180	BWK1680	1265717	76957.6	226670.1	12	19	100	1	9	100% 2180	0	1	1265717
12683441_2180	PINK704	12683441	28221.6	199854.1	12	19	100	1	9	NA	0	1	12683441
12693297_2180	BWK619	12693297	33629.6	203406.1	12	19	100	1	10	100% 2180	0	1	12693297
12706993_2180	PINK535	12706993	25629.6	199374.1	12	19	100	1	10	NA	0	1	12706993
12734641_2180	PINK139	12734641	23389.6	197966.1	12	19	100	1	10	NA	0	1	12734641
12832945_2180	BWK27	12832945	23613.6	196142.1	12	19	70	1	10	70% 2180; 30% gh	0	1	12832945
12834993_2180	PINK272	12834993	26525.6	200462.1	12	19	100	1	10	NA	0	1	12834993
12838065_2180	PINK577	12838065	25469.6	199310.1	12	19	100	1	10	NA	0	1	12838065
12849329_2180	PINK85	12849329	22973.6	198030.1	12	19	100	1	10	NA	0	1	12849329
12879985_2180	PINK482	12879985	54173.6	216654.1	12	19	100	1	10	NA	0	1	12879985
12888241_2180	PINK587	12888241	26365.6	199502.1	12	19	100	1	10	NA	0	1	12888241
12909877_2180	BWK1238	12909877	77533.6	228014.1	12	19	100	1	10	100% 2180	0	1	12909877
12952753_2180	PINK577	12952753	25725.6	198958.1	12	19	100	1	10	NA	0	1	12952753
1298609_2180	BWK27	1298609	23613.6	196238.1	12	19	70	1	10	70% 2180; 30% gh	0	1	1298609
12996661_2180	BWK1698	12996661	76797.6	226734.1	12	19	70	1	10	70% 2180; 30% gh	0	1	12996661
13019313_2180	PINK127	13019313	27037.6	199982.1	12	19	100	1	11	NA	0	1	13019313
1303729_2180	PINK577	1303729	25501.6	199214.1	12	19	100	1	11	NA	0	1	1303729
13053237_2180	BWK1698	13053237	76765.6	226830.1	12	19	70	1	11	70% 2180; 30% gh	0	1	13053237
13100209_2180	PINK577	13100209	25181.6	199342.1	12	19	100	1	11	NA	0	1	13100209
1314993_2180	PINK85	1314993	22845.6	198094.1	12	19	100	1	11	NA	0	1	1314993
13150385_2180	PINK535	13150385	26365.6	199214.1	12	19	100	1	11	NA	0	1	13150385
13182129_2180	PINK577	13182129	24637.6	199118.1	12	19	100	1	11	NA	0	1	13182129
13199537_2180	PINK535	13199537	26237.6	199054.1	12	19	100	1	11	NA	0	1	13199537
13215157_2180	BWK1040	13215157	56253.6	218862.1	12	19	100	1	11	100% 2180	0	1	13215157
13215921_2180	PINK565	13215921	26749.6	199342.1	12	19	100	1	11	NA	0	1	13215921
1322293_2180	BWK1638	1322293	77181.6	226894.1	12	19	100	1	11	100% 2180	0	1	1322293
13231281_2180	PINK535	13231281	26109.6	199246.1	12	19	100	1	11	NA	0	1	13231281
13295793_2180	BWK10	13295793	24957.6	196974.1	12	19	100	1	11	100% 2180	0	1	13295793
13313201_2180	PINK652	13313201	24669.6	198318.1	12	19	100	1	11	NA	0	1	13313201
13319477_2180	BWK1339	13319477	78045.6	227598.1	12	19	100	1	12	100% 2180	0	1	13319477
13329585_2180	PINK577	13329585	25021.6	199278.1	12	19	100	1	12	NA	0	1	13329585
13335861_2180	BWK1252	13335861	79069.6	228270.1	12	19	100	1	12	100% 2180	0	1	13335861
13357233_2180	BWK27	13357233	23645.6	196494.1	12	19	70	1	12	70% 2180; 30% gh	0	1	13357233
13401397_2180	BWK1290	13401397	78749.6	228334.1	12	19	100	1	12	100% 2180	0	1	13401397
13434165_2180	BWK1376	13434165	77693.6	227982.1	12	19	100	1	12	100% 2180	0	1	13434165
13477041_2180	PINK577	13477041	25821.6	198830.1	12	19	100	1	12	NA	0	1	13477041
13477301_2180	BWK1048	13477301	55837.6	218638.1	12	19	100	1	12	100% 2180	0	1	13477301
13511989_2180	BWK1348	13511989	77181.6	227630.1	12	19	100	1	12	100% 2180	0	1	13511989
13542837_2180	BWK1040	13542837	56349.6	218926.1	12	19	100	1	12	100% 2180	0	1	13542837
13557937_2180	BWK12	13557937	24989.6	196750.1	12	19	100	1	12	100% 2180	0	1	13557937
13582389_2180	BWK1739	13582389	77565.6	226670.1	12	19	100	1	12	100% 2180	0	1	13582389
13643061_2180	BWK1718	13643061	76957.6	226862.1	12	19	100	1	12	100% 2180	0	1	13643061
13669553_2180	PINK186	13669553	24029.6	198254.1	12	19	100	1	12	NA	0	1	13669553
PINK_bd_01	BWK901	10654721	55421.6	218318.1	12	19	100	1	3	100% 2180	1	1	10654721_reloc1
PINK_bd_02	BWK912	10261505	55101.6	218062.1	12	19	100	1	1	100% 2180	1	1	10261505_reloc1
PINK_bd_03	BWK1040	107957	56125.6	218830.1	12	19	100	1	3	100% 2180	1	1	107957_reloc1
PINK_bd_04	BWK1045	11380149	56029.6	218766.1	12	19	100	1	5	100% 2180	1	1	11380149_reloc1
PINK_bd_10	BWK1203	10091957	59421.6	220846.1	12	19	100	1	1	100% 2180	1	1	10091957_reloc1
PINK_ca_04	BWK27	10211505	23677.6	196430.1	12	19	70	1	1	70% 2180; 30% gh	1	1	10211505_reloc1
PINK_ca_06	BWK27	10080433	23549.6	196078.1	12	19	70	1	1	70% 2180; 30% gh	1	1	10080433_reloc1
PINK_ca_12	BWK27	10342577	23485.6	196366.1	12	19	70	1	2	70% 2180; 30% gh	1	1	10342577_reloc1
PINK_dh_18	PINK482	11634801	54333.6	216718.1	12	19	100	1	6	NA	1	1	11634801_reloc1
PINK_ha_07	BWK661	11906865	33309.6	203662.1	12	19	30	1	7	70% gh; 30% 2180	1	1	11906865_reloc1
PINK_ha_10	BWK661	10022705	33277.6	203630.1	12	19	30	1	1	70% gh; 30% 2180	1	1	10022705_reloc1
PINK_ha_12	BWK661	12955441	33469.6	203662.1	12	19	30	1	10	70% gh; 30% 2180	1	1	12955441_reloc1
PINK_ha_14	BWK614	11710257	33405.6	203918.1	12	19	100	1	6	100% 2180	1	1	11710257_reloc1
PINK_hs_09	PINK52	11970737	27069.6	200078.1	12	19	100	1	7	NA	1	1	11970737_reloc1
PINK_hs_14	PINK272	11720881	26653.6	200622.1	12	19	100	1	6	NA	1	1	11720881_reloc1
PINK_kd_05	PINK577	10216625	25245.6	199406.1	12	19	100	1	1	NA	1	1	10216625_reloc1
PINK_oh_01	PINK535	10609841	25789.6	199246.1	12	19	100	1	3	NA	1	1	10609841_reloc1
PINK_oh_02	PINK535	10085553	25885.6	199182.1	12	19	100	1	1	NA	1	1	10085553_reloc1
PINK_oh_03	PINK535	10069169	26045.6	198990.1	12	19	100	1	1	NA	1	1	10069169_reloc1
PINK_ov_06	BWK681	10628913	33661.6	202894.1	12	19	100	1	3	100% 2180	1	1	10628913_reloc1
PINK_wz_08	PINK577	10249393	24541.6	199182.1	12	19	100	1	1	NA	1	1	10249393_reloc1
PINK_wz_09	PINK208	11572401	24061.6	198190.1	12	19	100	1	6	NA	1	1	11572401_reloc1
PINK_wz_12	PINK652	10429617	24765.6	198382.1	12	19	100	1	2	NA	1	1	10429617_reloc1
PINK_wz_23	PINK652	10101937	24509.6	198190.1	12	19	100	1	1	NA	1	1	10101937_reloc1
PINK_wz_25	PINK179	10899633	23165.6	197966.1	12	19	100	1	4	NA	1	1	10899633_reloc1
PINK_zw_04	BWK1358	10366261	77309.6	227630.1	12	19	100	1	2	100% 2180	1	1	10366261_reloc1
PINK_zw_10	BWK1268	10419509	78301.6	228014.1	12	19	100	1	2	100% 2180	1	1	10419509_reloc1
PINK_zw_11	BWK1280	1129781	77789.6	227694.1	12	19	90	1	5	90% 2180; 10% 2160	1	1	1129781_reloc1
PINK_zw_17	BWK1371	10288437	77725.6	227918.1	12	19	100	1	2	100% 2180	1	1	10288437_reloc1
PINK_zw_20	BWK1395	10272053	78397.6	227470.1	12	19	40	1	1	60% gh; 40% 2180	1	1	10272053_reloc1
PINK_zw_28	BWK1491	10566965	77693.6	227662.1	12	19	80	1	2	80% 2180; 20% 2190	1	1	10566965_reloc1
10048689_2190	PINK104	10048689	22717.6	198702.1	13	20	100	1	1	NA	0	1	10048689
10137393_2190	BWK653	10137393	33661.6	203982.1	13	20	100	0	6	100% 2190	0	1	10137393
10334001_2190	BWK680	10334001	33309.6	203438.1	13	20	100	1	1	100% 2190	0	1	10334001
10508981_2190	BWK1226	10508981	66173.6	224558.1	13	20	20	1	1	80% gh; 20% 2190	0	1	10508981
1071797_2190	BWK1226	1071797	66269.6	224590.1	13	20	20	1	1	80% gh; 20% 2190	0	1	1071797
10809137_2190	BWK680	10809137	33277.6	203438.1	13	20	100	1	1	100% 2190	0	1	10809137
10812725_2190	BWK1292	10812725	77341.6	227950.1	13	20	15	1	1	60% 2160; 25% 2180; 15% 2190	0	1	10812725
10982577_2190	PINK328	10982577	23357.6	198894.1	13	20	100	1	1	NA	0	1	10982577
11071281_2190	BWK680	11071281	33181.6	203502.1	13	20	100	1	1	100% 2190	0	1	11071281
11262645_2190	BWK1225	11262645	65885.6	224462.1	13	20	20	1	2	70% 2180; 20% 2190; 10% 2160	0	1	11262645
11375793_2190	PINK302	11375793	23165.6	198158.1	13	20	100	1	2	NA	0	1	11375793
11686065_2190	PINK12	11686065	23325.6	198094.1	13	20	100	1	2	NA	0	1	11686065
11861301_2190	BWK1566	11861301	77373.6	227854.1	13	20	100	1	2	100% 2190,bos	0	0	11861301
11939125_2190	BWK1493	11939125	76893.6	227758.1	13	20	20	1	2	80% 2160; 20% 2190	0	1	11939125
12031153_2190	PINK328	12031153	23421.6	199022.1	13	20	100	1	2	NA	0	1	12031153
12129457_2190	PINK377	12129457	23261.6	199150.1	13	20	100	1	2	NA	0	1	12129457
1223473_2190	PINK716	1223473	37277.6	207022.1	13	20	100	1	2	NA	0	1	1223473
12407985_2190	PINK149	12407985	22653.6	199022.1	13	20	100	1	3	NA	0	1	12407985
12431153_2190	BWK680	12431153	33437.6	203342.1	13	20	100	1	3	100% 2190	0	1	12431153
12506289_2190	PINK295	12506289	22973.6	199150.1	13	20	100	1	3	NA	0	1	12506289
12573365_2190	BWK1217	12573365	65757.6	224398.1	13	20	20	1	3	80% gh; 20% 2190	0	1	12573365
12835509_2190	BWK1226	12835509	66013.6	224494.1	13	20	20	1	3	80% gh; 20% 2190	0	1	12835509
12932273_2190	PINK149	12932273	22877.6	199022.1	13	20	100	1	3	NA	0	1	12932273
12948657_2190	PINK12	12948657	23357.6	198190.1	13	20	100	1	3	NA	0	1	12948657
13006641_2190	BWK634	13006641	34653.6	204526.1	13	20	100	1	3	100% 2190	0	1	13006641
13046961_2190	PINK418	13046961	23805.6	199374.1	13	20	100	1	4	NA	0	1	13046961
13325489_2190	PINK149	13325489	22461.6	198894.1	13	20	100	1	4	NA	0	1	13325489
13718705_2190	PINK104	13718705	22813.6	198702.1	13	20	100	1	4	NA	0	1	13718705
1371953_2190	BWK680	1371953	33149.6	203438.1	13	20	100	1	4	100% 2190	0	1	1371953
1375541_2190	BWK1421	1375541	77533.6	227822.1	13	20	80	1	4	80% 2190; 20% 2160	0	1	1375541
13980849_2190	PINK149	13980849	22877.6	198990.1	13	20	100	1	4	NA	0	1	13980849
14055217_2190	BWK666	14055217	34781.6	204590.1	13	20	100	1	4	100% 2190	0	1	14055217
14128305_2190	PINK327	14128305	23485.6	199022.1	13	20	100	1	4	NA	0	1	14128305
1421105_2190	BWK680	1421105	33341.6	203502.1	13	20	100	1	4	100% 2190	0	1	1421105
14226609_2190	PINK295	14226609	23069.6	199150.1	13	20	100	1	4	NA	0	1	14226609
14331697_2190	BWK686	14331697	33565.6	203982.1	13	20	80	1	4	80% 2190; 20% 2130_hd	0	1	14331697
14448817_2190	BWK514	14448817	29757.6	201774.1	13	20	100	1	5	100% 2190	0	1	14448817
14479153_2190	BWK680	14479153	32925.6	203470.1	13	20	100	1	5	100% 2190	0	1	14479153
14505137_2190	PINK149	14505137	22557.6	198926.1	13	20	100	1	5	NA	0	1	14505137
14528305_2190	BWK680	14528305	33309.6	203406.1	13	20	100	1	5	100% 2190	0	1	14528305
14832817_2190	PINK78	14832817	22877.6	198414.1	13	20	100	1	5	NA	0	1	14832817
14932661_2190	BWK1225	14932661	65917.6	224494.1	13	20	20	1	5	70% 2180; 20% 2190; 10% 2160	0	1	14932661
15003441_2190	BWK680	15003441	33213.6	203374.1	13	20	100	1	5	100% 2190	0	1	15003441
15084853_2190	BWK1584	15084853	76989.6	227694.1	13	20	60	1	5	60% 2190,bos; 25% 2160; 15% 2180	0	0	15084853
15099697_2190	BWK738	15099697	38141.6	205486.1	13	20	40	1	5	60% 2180; 40% 2190	0	1	15099697
15152945_2190	BWK396	15152945	35805.6	205934.1	13	20	100	1	5	100% 2190	0	1	15152945
15379249_2190	PINK716	15379249	37373.6	207086.1	13	20	100	1	5	NA	0	1	15379249
15504561_2190	PINK222	15504561	23805.6	198222.1	13	20	100	1	6	NA	0	1	15504561
15570097_2190	PINK302	15570097	23165.6	198222.1	13	20	100	1	6	NA	0	1	15570097
15607921_2190	PINK251	15607921	53789.6	215950.1	13	20	100	1	6	NA	0	1	15607921
15751861_2190	BWK1208	15751861	66237.6	224622.1	13	20	90	1	6	90% 2190; 10% gh	0	1	15751861
15809845_2190	BWK1515	15809845	77629.6	227726.1	13	20	100	1	6	100% 2190	0	1	15809845
15815857_2190	PINK104	15815857	22845.6	198766.1	13	20	100	1	6	NA	0	1	15815857
16078001_2190	PINK149	16078001	22973.6	198990.1	13	20	100	1	6	NA	0	1	16078001
16283825_2190	BWK513	16283825	30109.6	201902.1	13	20	100	1	6	100% 2190	0	1	16283825
16545969_2190	BWK514	16545969	29917.6	201774.1	13	20	100	1	6	100% 2190	0	1	16545969
16596277_2190	BWK1606	16596277	77437.6	227726.1	13	20	100	1	6	100% 2190	0	1	16596277
1660081_2190	PINK104	1660081	22781.6	198670.1	13	20	100	1	6	NA	0	1	1660081
16657717_2190	BWK1584	16657717	77085.6	227694.1	13	20	60	1	7	60% 2190,bos; 25% 2160; 15% 2180	0	0	16657717
16767669_2190	BWK1216	16767669	65757.6	224462.1	13	20	100	1	7	100% 2190	0	1	16767669
17048753_2190	PINK351	17048753	24189.6	199022.1	13	20	100	1	7	NA	0	1	17048753
17142961_2190	PINK12	17142961	23389.6	198158.1	13	20	100	1	7	NA	0	1	17142961
